"","Date","location","operator","planeType","Dead","Aboard","Ground"
"4141","1990-04-30","Tarbert, England","Military - Royal Air Force","Avro Shackleton AEW-2",10,10,0
"4142","1990-04-30","Ship Sands Island, ON, Canada","Frontier Air","Beechcraft C99",1,4,0
"4143","1990-05-05","Guatamala City , Guatemala","Aerial Transit Company","Douglas DC-6BF",3,3,24
"4144","1990-05-10","Tuxtla-Gutierrez, Mexico","Avicsa","Fairchild F-27",20,40,0
"4145","1990-05-11","Near Mt. Emerald, Qld, Australia","Air North Queensland","Cessna Citation I",11,11,0
"4146","1990-05-11","Near Wurzburg , Germany","Military - Luftwaffe","Transall C-160D",10,10,0
"4147","1990-05-11","Manila, Philippines","Philippine Air Lines","Boeing B-737-3Y0",8,119,0
"4148","1990-05-18","Manila, Philippines","Aerolift Philippines","Beechcraft 1900C-1",21,21,4
"4149","1990-06-06","Thistle Lake, Northwest Territory, Canada","Ptarmigan Airways","de Havilland Canada DHC-6 Twin Otter 300",2,2,0
"4150","1990-06-06","Near Altamira, Brazil","TABA","Fairchild FH-227B",23,42,0
"4151","1990-06-10","Oxfordshire, England","British Airways","BAC One-Eleven 528FL",0,85,0
"4152","1990-06-25","Aialak Bay, Alaska","Air Taxi - Trail Lake Flying Service Inc.","Cessna 207A",5,5,0
"4153","1990-07-02","Ashford, Washington","Air Taxi - Aero West Aviation Inc.","Cessna T210L",5,5,0
"4154","1990-07-05","Near Port Morseby, New Guinea","Douglas Airways","Britten-Norman 2B-21 Islander",8,12,0
"4155","1990-07-12","Off Union Island, Grenadines Islands","Eagle Air","Britten-Norman BN-2A-8 Islander",2,2,0
"4156","1990-07-27","Near Maymaneh, Afghanistan","Military - Afghan Republican Air Force","Mil Mi-8 (helicopter)",30,30,0
"4157","1990-07-31","Near Huanuco, Peru","Servicio Expresso Nacional","Beech King Air B90",9,9,0
"4158","1990-08-01","Stepanakert, Azerbaijan, USSR","Aeroflot","Yakovlev YAK-40",47,47,0
"4159","1990-08-10","Near Shindand, Afghanistan","Military - Afghan Republican Air Force","Antonov AN-12",83,83,0
"4160","1990-08-21","Yunlin, Taiwan","Military - Republic of China Air Force","Beechcraft 1900C",18,18,0
"4161","1990-08-27","Elkhorn, Wisconsin","Private - Omniflight Helicopters","Bell BHT-206-B Helicopter",5,5,0
"4162","1990-08-29","Near Kaiserslautern, Germany","Military - U.S. Air Force","Lockheed C-5A",13,17,0
"4163","1990-09-03","Kaltag, Alaska","Frontier Flying Service","Piper PA-31-325 Navajo",3,10,0
"4164","1990-09-11","Off Newfoundland, Canada","Faucett","Boeing B-727-247",18,18,0
"4165","1990-09-12","Off Sondre Stromfjord, Greenland","Nuna Air","Cessna 441 Conquest II",8,8,0
"4166","1990-09-14","Koltsovo, Russia","Aeroflot","Yakovlev YAK-42",4,128,0
"4167","1990-09-20","Off Fernando de Noronha, Brazil","SUDENE","Embraer 110P1 Bandeirante",12,12,0
"4168","1990-09-24","San Luis Obispo, California","HiTech Helicopters","Cessna 501 Citation",4,4,0
"4169","1990-10-02","Guangzhou, China","China Southwest Airlines / Xiamen Airlines","Boeing B-737-247 / Boeing B-757-21B",128,226,0
"4170","1990-10-03","Cape Canaveral, Florida","Eastern Air Lines","McDonnell Douglas DC-9-31",1,97,0
"4171","1990-10-19","Near Bella Vista, Bolivia","BAFIN","Douglas C-47B-40-DK",4,4,0
"4172","1990-10-24","Santiago de Cuba, Cuba","Cubana de Aviacion","Yakovlev YAK-40",11,31,0
"4173","1990-11-11","Novossibirsk, Russia","MAP - Ministerstvo Aviatsionnoi Promyshlennosti","Antonov AN-8",9,10,0
"4174","1990-11-14","Stadelberg, Switzerland","Alitalia","McDonnell Douglas DC-9-32",46,46,0
"4175","1990-11-18","Near Medellin, Colombia","SATENA","CASA 212 Aviocar 200",16,16,0
"4176","1990-11-19","Near Ashkhabad, Turkmenistan, USSR","Aeroflot","Mil Mi-8T",15,15,0
"4177","1990-11-21","Koh Samui, Thailand","Bangkok Airways","de Havilland Canada DHC-8-103",38,38,0
"4178","1990-11-25","Off Ravenna, Italy","Eitos","Aerospatiale 330J Puma",13,13,0
"4179","1990-12-03","Romulus, Michigan","Northwest Airlines/ Northwest Airlines","Boeing B-727-251 / MD Douglas DC-9-14",8,198,0
"4180","1990-12-04","Nairobi, Kenya","Sudania Air Cargo","Boeing B-707-320F",10,10,0
"4181","1990-12-06","Near Matak, Indonesia","Pelita Air Service","IPTN 332C Super Puma",10,12,0
"4182","1990-12-21","Near False Pass, Alaska","MarkAir Commuter","Cessna 208 Caravan I",1,1,0
"4183","1991-01-10","Near Paramo Mucuti, Venezuela","Military - Venezuelan Navy","CASA 212 Aviocar 200",21,22,0
"4184","1991-01-11","Near Belo Horizonte, Brazil","Belair - Air Taxi","Learjet 25C",5,5,0
"4185","1991-01-30","Jalaludin, Indonesia","Merpati Nusantara Airlines","CASA 212 Aviocar 200",1,21,0
"4186","1991-01-31","Near Ras Al Khafji, Saudi Arabia","Lockheed AC-130H Hercules","Military - U.S. Air Force",13,13,0
"4187","1991-02-01","LAX, Los Angeles, California","USAir / Skywest Airlines","Boeing B-737-300 / Swearingen SA-227AC",34,99,0
"4188","1991-02-05","Near Nea Ankhialos, Greece","Military - Hellenic Air Force","Lockheed C-130H",63,63,0
"4189","1991-02-07","Munford, Alabama","Macon Horizons - Air Taxi","Piper PA-31-350",4,4,0
"4190","1991-02-13","Aspen, Colorado","Air Taxi - Richmor Aviation","Learjet35A",3,3,0
"4191","1991-02-14","Near Taisha, Ecuador","Military - Ecuadorean Air Force","de Havilland Canada DHC-6 Twin Otter 300",22,22,0
"4192","1991-02-17","Cleveland, Ohio","Ryan International Airlines","McDonnell Douglas DC-9-15RC",2,2,0
"4193","1991-02-20","Puerto Williams, Chile","LAN","British Aerospace BAE-146-200A",20,72,0
"4194","1991-02-22","Cazombo, Angola","Fuerza Area Angolaise","Antonov AN-26",47,47,0
"4195","1991-03-03","Near Colorado Springs, Colorado","United Air Lines","Boeing B-737-291",25,25,0
"4196","1991-03-05","La Puerta, Venezuela","Linea Aeropostal Venezolana","McDonnell Douglas DC-9-32",45,45,0
"4197","1991-03-11","Hassfurt, Germany","Luft-Taxi Emsland","Cessna 402B",6,7,0
"4198","1991-03-16","San Diego, CA","Duncan Aircraft Sales","Hawker-Siddeley DH-125-1A/522",10,10,0
"4199","1991-03-16","Malanje, Angola","Transafrik","Lockheed L-100-30 Hercules",9,9,0
"4200","1991-03-18","Brasillia, Brazil","Conesul Taxi A????reo","Gates Learjet 25",7,7,0
"4201","1991-03-18","Treasure Cay, Bahamas","Broward Aviation Services - Air Taxi","Cessna 402C",5,5,0
"4202","1991-03-21","Off San Diego, California","Military - U.S. Navy / Military -  U.S. Navy","Lockheed P-3C / Lockheed P-3C",27,27,0
"4203","1991-03-21","Ras-al-Mishab, Saudi Arabia","Military - Royal Saudi Air Force","Lockheed C-130H",98,98,0
"4204","1991-03-23","Navoi,  Uzbekistan","Uzbek Civil Aviation Administration","Antonov AN-24B",34,63,0
"4205","1991-03-25","Near Bangalore, India","Military - Indian Air Force","Hindustan Aeronautics 748-2",28,28,0
"4206","1991-04-01","Off San Pedro, Belize","Tropic Air - Air Taxi","Cessna 402B",8,8,0
"4207","1991-04-04","Lake Thutade, Canada","Central Mountain Air Services","Douglas C-47B-15-DK",6,7,0
"4208","1991-04-04","Marion, Pennsylvania","Private","Piper Aerostar 601 / Bell 412SP",5,5,2
"4209","1991-04-05","Brunswick, Georgia","Atlantic Southeast Airlines","Embraer 120RT- Brasilia",23,23,0
"4210","1991-04-19","Off Nuka Hiva, French Polynesia","Air Tahiti","Dornier Do-228-212",11,22,0
"4211","1991-05-05","Near Awell, Sudan","Nile Safaris Aviation","Cessna 404 Titan II",8,8,0
"4212","1991-05-09","Sulawesi, Indonesia","Merpati Nusantara Airlines","Fokker F-27 Friendship 600",13,13,0
"4213","1991-05-13","Grand Canyon, Airzona","Air Taxi - Air Grand Canyon Inc.","Cessna 207A",7,7,0
"4214","1991-05-15","La Poyatta, Colombia","ADES Colombia","Douglas C-47B",13,14,0
"4215","1991-05-23","Leningrad, USSR","Aeroflot","Tupolev TU-154B-1",13,181,0
"4216","1991-05-24","Bakhtaran, Iran","Metro Cargo","Ilyushin 76TD",4,10,0
"4217","1991-05-26","Near Ban Nong Rong, Thailand","Lauda Air","Boeing B-767-3Z9ER",223,223,0
"4218","1991-06-01","Off Matthewtown, Great Inagua","Agape Flight Inc.","GAF Nomad N24A",2,3,0
"4219","1991-06-10","Luanda, Angola","Carib Air Transport","Lockheed L-382B Hercules",7,7,0
"4220","1991-06-20","Near Malambo, Colombia","Aerosucre Colombia","Douglas DC-6BF",2,18,0
"4221","1991-06-26","Gulf of Finland, Russia","Aeroflot","Antonov AN-24",10,10,0
"4222","1991-06-26","Near Sokotu, Nigeria","Okada Air","BAC One-Eleven 402AP",4,53,0
"4223","1991-07-04","El Yopal, Colombia","Helicol Colombia","de Havilland Canada DHC-6 Twin Otter 300",3,3,0
"4224","1991-07-09","Bellavista Airport, Peru","Aerochasqui","CASA 212 Aviocar 200",15,15,0
"4225","1991-07-10","Birmingham, Alabama","L'Express Airlines","Beechcraft BE-99-C99",13,15,0
"4226","1991-07-11","Jeddah, Saudi Arabia","Nationair (chartered by Nigeria Airways)","McDonnell Douglas DC-8 Super 61",261,261,0
"4227","1991-07-22","Detroit, Michigan","Jetstream Inc.","Learjet 23",3,3,0
"4228","1991-07-23","Salmon, Idaho","Air Taxi -Wilderness Aviation Inc.","Cessna 206",5,5,0
"4229","1991-07-25","Espiritu Santos, Vanuatu","Vanair","Britten-Norman BN-2A-6 Islander",9,9,0
"4230","1991-08-06","Rarotonga, Cook Islands","Avalki Air","Britten-Norman BN-2A-6 Islander",6,10,0
"4231","1991-08-14","Gustavus, Alaska","Air Taxi - Haines Airways Inc.","Piper PA-32",6,6,0
"4232","1991-08-14","Near Uricani, Romania","Tarom","Ilyushin IL-18V",9,9,0
"4233","1991-08-15","?","Transports A????riens de la Guinee-Bissau","Fokker F-27 Friendship 100",3,3,0
"4234","1991-08-16","Imphal, India","Indian Airlines","Boeing B-737-2A8",69,69,0
"4235","1991-08-20","Ketchikan, Alaska","Temsco Airlines","Britten-Norman BN-2A-6 Islander",4,4,0
"4236","1991-08-28","Walton, Oregon","Air Taxi - Bohemia Inc.","Aerospatiale 350B1",3,3,0
"4237","1991-09-03","Long Seridan, Malaysia","Airtech Rajawaldi Udara","Shorts SC-7 Skyvan 3-100",14,20,0
"4238","1991-09-03","Sampit, Indonesia","Dirgantara Air Services","Britten-Norman BN-2A-21",3,10,0
"4239","1991-09-11","Near Eagle Lake, Texas","Continental Express","Embraer 120RT Brasilia",14,14,0
"4240","1991-09-16","Baranquilla, Colombia","Lineas A????reas Colombianas","Handley Page Dart Herald 400",7,7,0
"4241","1991-09-16","Petropavlosk, USSR","Aeroflot","Antonov AN-72",13,13,0
"4242","1991-09-17","Djibouti City, Djibouti
	Djibouti City, Djibouti
Djibouti City, Djibouti","Ethiopian Airlines","Lockheed L-100-30 Hercules",4,4,0
"4243","1991-09-18","Belvedere Center, Vermont","Canair Cargo","Convair CV-580",2,2,0
"4244","1991-09-23","Khatanga, Russia","Aeroflot","Antonov 12BP",1,16,0
"4245","1991-09-26","Off St. Petersburg, USSR","Aeroflot","Antonov AN-26",10,10,0
"4246","1991-09-27","Guadalcanal Island, Solomon Islands","Solomon Islands Airlines","de Havilland Canada DHC-6 Twin Otter 300",15,15,0
"4247","1991-09-29","Near Villavicencio,  Colombia","CORAL Colombia","Curtiss C-46A",1,10,0
"4248","1991-10-05","Condet, Indonesia","Military - Indonesian Air Force","Lockheed C-130H-30",134,135,1
"4249","1991-10-08","Katapang, Indonesia","Deraya Air Taxi","Cessna 402A",1,9,0
"4250","1991-10-13","Aponguao Falls, Venezuela","EDELCA","Bell 214 ST",12,12,0
"4251","1991-10-25","Tumbang Miri, Indonesia","Bali International Air Service","Britten-Norman BN2A-III-2 Trislander",17,17,0
"4252","1991-10-25","Vallejo, California","Corporate Mobility Inc. - Private","Bell 206B helicopter",3,3,0
"4253","1991-10-30","Near Point Alert, Ellesmere Island, NWT,Canada","Military - Royal Canadian Air Force","Lockheed CC-130E",5,18,0
"4254","1991-11-01","Near Karakent, USSR","Military - Azerbaijan Air Force","Mil Mi-8 (helicopter)",40,40,0
"4255","1991-11-07","Makhackala, Russia","Aeroflot","Yakovlev YAK-40",51,51,0
"4256","1991-11-11","Recife, Brazil","Nordeste Linhas Aereas","Embraer 110P1 Bandeirante",15,15,2
"4257","1991-11-16","Off Destin, Florida","Baron Aviation","Cessna 208B Caravan I Super Cargomaster",1,1,0
"4258","1991-11-16","Anderma, Russia","Aeroflot","Antonov AN-12V",20,20,0
"4259","1991-11-20","Nagoro-Karabak, USSR","Military - Soviet Air Force","Mil Mi-8 (helicopter)",23,23,0
"4260","1991-11-20","Davis, California","Air Taxi - Airis Helicopters Inc.","Bell 206B",3,3,0
"4261","1991-11-21","Khodzhavend, Russia","Azerbaijani Airlines","Yakovlev YAK-40",20,20,0
"4262","1991-11-25","Sena, Mozambique","STASA","Douglas C-47B-DK",1,3,0
"4263","1991-11-26","Near Bugulma, Russia","Tartarstan Airlines","Antonov AN-24",41,41,0
"4264","1991-11-29","Guaratingueta AB, Brazil","Military - For????a A????rea Brasileira","Embraer C-95C Bandeirante",20,20,0
"4265","1991-12-10","Near  Las Vegas, Nevada","Las Vegas Airlines","Piper PA-31-350 Navajo",5,5,0
"4266","1991-12-11","Rome, Georgia","Bruno Air","BeechJet 400",9,9,0
"4267","1991-12-22","Heidelberg, Germany","Classic Wings","Douglas DC-3A",27,30,0
"4268","1991-12-27","Stockholm, Sweden","Scandinavian Airlines (SAS)","Mc Donnell Douglas MD-81",0,129,0
"4269","1991-12-27","Masai Mara, Kenya","Eagle Aviation","Piper PA-31-350 Navajo",5,5,0
"4270","1991-12-29","Wanli, Taiwan","China Airlines (Taiwan)","Boeing B-747-2R7F",5,5,0
"4271","1992-01-03","Gabriels, New York","Commutair","Beechcraft 1900C",2,4,0
"4272","1992-01-13","Temple Bar, Arizona","Air Taxi - Air Vegas Inc.","Cessna T210L",2,5,0
"4273","1992-01-20","Mt. Saint-Odile, near Strasbourg, France","Air Inter","Airbus A320-111",87,96,0
"4274","1992-01-27","Nanaimo, British Columbia, Canada","Air Rainbow","Beech C18S",7,9,0
"4275","1992-01-28","Near Stepanakert, Azerbaijan","Military - Azerbaijan Air Force","Mil Mi-8 (helicopter)",47,47,0
"4276","1992-02-03","Caetite, Brazil","Nordeste Linhas A????reas","Embraer 110C Bandeirante",12,12,0
"4277","1992-02-06","Evansville, Indiana","Military - U.S. Air Force","Lockheed C-130B",5,5,11
"4278","1992-02-09","Near Kafountine, Senegal","Gambcrest","Convair CV- 640",30,56,0
"4279","1992-02-15","Toledo, Ohio","ATI","McDonnell Douglas DC-8-63F",3,4,0
"4280","1992-02-20","En route from Argentina  to  California","Aerolineas Argentinas","Boeing B-747",1,NA,0
"4281","1992-03-02","Beni, Bolivia","Frigorifico Santa Rita","Curtiss C-46T",5,5,0
"4282","1992-03-12","Knotsville, Tennessee","CC Air","BAe 3101 Jetstream 31",2,2,0
"4283","1992-03-12","Etsouali, Congo","Lina Congo","de Havilland Canada DHC-6 Twin Otter 300",3,8,0
"4284","1992-03-22","Near Yakutia, Russia","Aeroflot","Antonov AN-30",10,10,0
"4285","1992-03-22","La Guardia Airport, New York, New York","USAir","Fokker F-28 Fellowship 4000",27,51,0
"4286","1992-03-24","Athens, Greece","Golden Star Air Cargo","Boeing 707-321C",7,7,0
"4287","1992-04-04","Near Baikov, Russia","Kamchatavia","Let 410UVP",1,12,0
"4288","1992-04-07","Near Sarra, Libya","Air Bissau","Antonov AN-24RV",3,13,0
"4289","1992-04-10","Off Orchid Island, Taiwan","Taiwan Airlines","Britten Norman BN-2A-26 Trislander",7,10,0
"4290","1992-04-15","Near Goroka, Papua New Guinea","Talair","Embraer 110P1 Bandeirante",11,15,0
"4291","1992-04-16","Nairobi, Kenya","Military - Kenyan Air Force","de Havilland DHC-5 Buffalo",46,46,6
"4292","1992-04-17","Hamburg, Pennsylvania","Air Taxi - Basco Flying Service Inc.","Piper PA-23-250",4,4,0
"4293","1992-04-22","Perris Valley, California","Perris Valley Aviation","de Havilland Canada DHC-6 Twin Otter 200",16,22,0
"4294","1992-04-22","Mt. Haleakala, Hawaii","Scenic Air Tours","Beechcraft E18S",9,9,0
"4295","1992-04-26","Saveh, Iran","Saha Airline Services","Fokker F-27 Friendship 400M",39,39,0
"4296","1992-04-28","Blewett Falls Lake, North Carolina","Military - U.S. Air Force","Lockheed C-130E Hercules",9,9,0
"4297","1992-06-06","Tucuti, Panama","COPA (Panama)","Boeing B-737-204",47,47,0
"4298","1992-06-07","Mayaguez, Puerto Rico","American Eagle","CASA 212 Aviocar 200",5,5,0
"4299","1992-06-08","Anniston, Alabama","GP Express Airlines","Beechcraft C99",3,6,0
"4300","1992-06-12","Sheboygan Falls, Wisconson","Jet Charter Group","Learjet 25B",2,2,0
"4301","1992-06-19","Meadview, Arizona","Adventure Airlines","Cessna 402C",10,10,0
"4302","1992-06-19","Canbera, ACT, Australia","Air taxi","Beech Baron 95-B55",6,6,0
"4303","1992-06-22","Norlisk, Russia","Krasnoyarsk Airlines","Antonov AN-12",10,12,0
"4304","1992-06-22","Cruzeiro do Sul, Brazil","VASP","Boeing 737-2A1C",3,3,0
"4305","1992-06-28","St. Thomas, Virgin Islands","Caribbean Air Carrier - Air Taxi","Piper PA-23-250",4,4,0
"4306","1992-07-05","Near Iyakochchi, Sri Lanka","Military - Sri Lanka Air Force","Shaanxi Y-8D",19,19,0
"4307","1992-07-13","Bethel, Alaska","Arctic Circle Air Service","Shorts SC-7 Skyvan 3A-200",1,1,0
"4308","1992-07-14","Near Nakhichevan, Azerbaijan","Military - Russian Air Force","Antonov AN-12V",29,34,0
"4309","1992-07-14","Near Bir Fadl, Yemen","Military - Unified Yemen Air Force","Antonov An-12",57,57,0
"4310","1992-07-20","Tbilisi, Georgia","Georgian Air","Tupolev TU-154B",24,24,4
"4311","1992-07-24","Mt. Lalaboy,  Indonesia","Mandala Airlines","Vickers Viscount 816",70,70,0
"4312","1992-07-24","Near Skopje, Macedonia","Volga-Dnepr Airlines","Antonov 12BK",8,8,0
"4313","1992-07-27","Near Mexico City, Mexico","Aero Eslava","Vickers 798D Viscount",4,4,0
"4314","1992-07-28","Iguape, Brazil","Crasa - Air Taxi","Learjet 25C",6,6,0
"4315","1992-07-29","Adjuntas, Puerto Rico","Air Taxi - Western Helicopter Inc.","Bell 47J-2",4,4,0
"4316","1992-07-30","JFK Airport, New York, New York","Trans World Airlines","Lockheed L-1011",0,292,0
"4317","1992-07-31","Nanjing, Jiangsu, China","China General Aviation Corporation","Yakovlev YAK-42D",108,126,0
"4318","1992-07-31","Near Kathmandu, Nepal","Thai Airways","Airbus A310-304",113,113,0
"4319","1992-08-21","Colorado, Bolivia","Servicios Aereos Santa Ana","Convair CV-440-80",10,10,0
"4320","1992-08-25","Hot Springs, Arizona","Lone Star Airlines","Swearingen SA-227AC Metro III",3,3,0
"4321","1992-08-27","Near Iquitos, Peru","Military - Peruvian Air Force - TANS","de Havilland Canada DHC-6 Twin Otter 300",8,41,0
"4322","1992-08-27","Near Ivanovo, Russia","Aeroflot","Tupolev TU-134A",84,84,0
"4323","1992-08-27","Gimli, Manitoba, Canada","NewCal Aviation","de Havilland Canada DHC-4T Caribou",3,3,0
"4324","1992-08-27","El Salvador","Military - Salvadorian Air Force","Fairchild C123K",12,14,0
"4325","1992-08-31","Jamba, Angola","Professional Aviation Services","Douglas DC-3",3,17,0
"4326","1992-09-07","Hinckley, Illinois","EXA Inc.","Beechcraft C-45H",12,12,0
"4327","1992-09-10","Bellavista, Peru","Expresso A????reo","Fokker F-27 Friendship 500",1,43,1
"4328","1992-09-12","Kozyrevsk, Russia","Kamchatka Airlines","Mil Mi-8 (helicopter)",9,16,0
"4329","1992-09-16","Hana, Hawaii","Air Taxi - Hawaii Helicopters Inc.","Aerospatiale AS-350B",7,7,0
"4330","1992-09-18","Off Curacao, Netherlands Antilles","Aero Ejecutivos","Douglas C-118A",3,3,0
"4331","1992-09-19","Bogota, Colombia","Avesca Colombia","Curtiss C-46F-1-CU",11,11,0
"4332","1992-09-21","Near Kular, Russia","Yakutavia","Mil Mi-8 (helicopter)",10,10,0
"4333","1992-09-26","Near Lagos, Nigeria","Military - Federal Nigerian Air Force","Lockheed C-130H",158,158,0
"4334","1992-09-28","Near  Kathmandu, Nepal","Pakistan International Airlines","Airbus A300B4-203",167,167,0
"4335","1992-10-04","Amsterdam, Netherlands","El Al","Boeing B-747-258F",4,4,39
"4336","1992-10-07","Berkeley Springs, West Virginia","Miltiary - U.S. Airforce","Lockheed C-130E Hercules",6,6,0
"4337","1992-10-08","Near Dingxi, China","Wuhan Airlines","Avia 14M-40",14,35,0
"4338","1992-10-09","Mogadiscio, Somalia","Kiev Production Association","Antonov 32",1,13,0
"4339","1992-10-18","Near Garut, Jawa, Indonesia","Merpati Nusantara Airlines","CASA 235-10",31,31,0
"4340","1992-10-19","Near Usti Nem, Russia","Syktyvkar Avia","Antonov AN-28",15,16,0
"4341","1992-10-21","Near Lake Caballochoa, Peru","Military - Peruvian Air Force","de Havilland Canada DHC-6 Twin Otter 300",8,11,0
"4342","1992-10-29","Chita, Russia","Aeroflot","Antonov AN-8",13,14,0
"4343","1992-10-31","Grand Junction, Colorado","Air Taxi - Alpine Aviation","Piper PA-42",3,3,0
"4344","1992-11-08","Kiana, Alaska","Air Taxi - Baker Aviation Inc.","Cessna 402C",3,3,0
"4345","1992-11-11","Near Tver, Russia","Military - Russian Air Force","Antonov AN-22A",33,33,0
"4346","1992-11-11","Off Bombay, India","Military - Indian Air Force","Mil Mi-8 (helicopter)",20,20,0
"4347","1992-11-14","Near Nha Trang, Vietnam","Vietnam Airlines","Yakovlev YAK-40",30,31,0
"4348","1992-11-15","Near Porto Plata, Dominican Republic","Aerocaribbean - Charter","Ilyushin IL-18D",34,34,0
"4349","1992-11-19","Elk City, Idaho","Air Taxi - Wilderness Aviation Inc.","Cessna T207A",3,3,0
"4350","1992-11-24","Near Liutang, Guangxi, China","China Southern Airlines","Boeing B-737-3Y0",141,141,0
"4351","1992-11-30","Near Harlem, Montana","Military - U.S. Air Force / Military - U.S. Air Force","Lockheed C-141B / Lockheed C141B",13,13,0
"4352","1992-12-09","Uruapan, Mexico","Aero Sudpacifico","Britten-Norman BN-2B-27 Islander",9,9,0
"4353","1992-12-13","Goma, Congo","Scibe Airlift Cargo Zaire","Fokker F-27 Friendship 400M",37,37,0
"4354","1992-12-14","Lata, Georgia","Military - Russian Air Force","Mil Mi 8T (helicopter)",61,61,0
"4355","1992-12-21","Faro, Algarve, Portugal","Martinair Holland NV","McDonnell Douglas DC-10-30CF",56,340,0
"4356","1992-12-22","Tripoli, Libya","Libya Arab Airlines / Military -  Libya Air Force","Boeing B-727-2L5 / MiG23UB",157,157,0
"4357","1993-01-03","Ofden, Utah","Air Taxi - South Coast Helicopters Inc.","Bell 206B3",4,4,0
"4358","1993-01-06","Paris, France","Lufthansa Cityline","de Havilland Canada DHC-8-301",4,23,0
"4359","1993-01-09","Surabaya, Indonesia","Bouraq Indonesia Airlines","Hawker Siddeley HS-748-234",17,44,0
"4360","1993-01-13","Sellafield, England","Titan Airways","Embraer 110P1 Bandeirante",2,2,0
"4361","1993-01-14","Near Bronson Creek, British Colombia, Canada","Central Mountain Air Services","Douglas C-47A",2,2,0
"4362","1993-01-27","Kinshasa, Democratic Republic Congo","Trans Service Airlift","Nord 262A-44",3,21,0
"4363","1993-01-31","Sumatra, Indonesia","Pan Malaysian Air Transport","Shorts SC-7 Skyvan 3-100",16,16,0
"4364","1993-02-08","Near Tehran, Iran","Iran Air Tours  /  Military - Iranian Air Force","Tupolev TU-154M / Sukhoi Su-24",133,133,0
"4365","1993-02-10","Near Daraim, Afghanistan","Military - Afghan Republican Air Force","Mil Mi-8",30,30,0
"4366","1993-02-20","Bogota, Colombia","Cargo Three Panama","Convair CV-440",2,2,0
"4367","1993-02-28","Off Green Island, Taiwan","Formosa Airlines","Dornier 228-201",6,6,0
"4368","1993-03-05","Skopje, Macedonia","Palair Macedonian","Fokker 100",83,97,0
"4369","1993-03-14","Grants, New Mexico","Air Taxi - Guinn Flying Service","Beechcraft 58",4,4,0
"4370","1993-03-19","Dagali, Norway","West Aviation","Beech Super King Air 200",3,10,0
"4371","1993-03-23","Near Tangara de Serra, Brazil","Oeste Linhas Aereas","Embraer EMB-110 Bandeirante",6,6,0
"4372","1993-03-31","Anchorage, Alaska","Japan Air Lines","Boeing B-747-466",0,5,0
"4373","1993-04-01","Aspen, Colorado","Air Taxi - Sea Pacific Inc.","Aerospatiale SA316B",3,4,0
"4374","1993-04-01","Blountville, Tennesee","Private","Fairchild SA227-TT",4,4,0
"4375","1993-04-02","Off Margarita Island, Venezuela","Linea Aeropostal Venezolana","McDonnell Douglas DC-9-15",11,11,0
"4376","1993-04-06","950 nm S of  Shemya, Alaska","China Eastern Airlines","McDonnell Douglas MD-11",2,264,0
"4377","1993-04-19","Zwingle, Iowa","Private","Mitsubishi MU-2B-60",8,8,0
"4378","1993-04-23","Zavnah, Mongolia","MIAT - Mongolian Airlines","Antonov AN-26B",40,40,0
"4379","1993-04-26","Aurangabad, India","Indian Airlines","Boeing B-737-2A8",56,118,0
"4380","1993-04-27","Near Kholm, Afghanistan","Military - Afghan Republican Air Force","Antonov AN-32",76,76,0
"4381","1993-04-27","Off  Libreville, Gambia","Military - Zambian Air Force","de Havilland  Canada  DHC-5D Buffalo",30,30,0
"4382","1993-04-28","Shelton, Nebraska","GP Express Airlines","Beechcraft C99",2,2,0
"4383","1993-05-11","Suva, Fiji","Fiji Air","Britten-Norman BN-2A-6 Islander",2,2,0
"4384","1993-05-15","Near Cancun, Mexico","Carga del Caribe","Douglas DC-6BF",3,5,0
"4385","1993-05-19","Near Medellin, Colombia","SAM Colombia","Boeing B-727-46",132,132,0
"4386","1993-06-06","El Yopal, Colombia","Aerotaca","de Havilland Canada DHC-6 Twin Otter 300",2,2,0
"4387","1993-06-07","Near Ariab, Sudan","Sasco Air Lines","Cessna 404 Titan",11,11,0
"4388","1993-06-09","Gulgubip, Papua New Guinea","Southwest Air","Britten-Norman  BN-2A-20 Trislander",9,11,0
"4389","1993-06-16","Nabire, Indonesia","Merpati Nasantara Airlines","de Havilland Canada DHC-6 Twin Otter 300",1,3,0
"4390","1993-06-17","Near Tbilisi, Georgia","Tajikistan Airlines","Antonov AN-26",41,41,0
"4391","1993-07-01","Sorong, Irian Jaya, Indonesia","Merpati Nusantara Airlines","Fokker F-28 Fellowship 3000",41,43,0
"4392","1993-07-06","Near Ochamchire, Georgia","Military - Georgian Air Force","Mil Mi-8",23,23,0
"4393","1993-07-12","Las Vegas, Nevada","Hyannis Air Service - Air Taxi","Cessna 402C",3,3,0
"4394","1993-07-12","Talladega, Alabama","Private","Helicopter, Hughes 369HS",1,2,0
"4395","1993-07-23","Yinchuan, China","China Northwest Airlines","British Aerospace 146-300",55,113,0
"4396","1993-07-26","Haenam, South Korea","Asiana Airlines","Boeing B-737-5L9",68,110,0
"4397","1993-07-30","Serawak, Malaysia","Hornbill Airways","Shorts SC-7 Skyvan 3-100",1,17,0
"4398","1993-07-31","Devghat, Nepal","Everest Air","Dornier Do-228-101",19,19,0
"4399","1993-08-07","Augusta, Georgia","Air Taxi - Air Medical Leasing","Beechcraft C-90",4,4,0
"4400","1993-08-18","Leeward Point Airfield, Guantanamo Bay, Cuba","American International Airways","McDonnell Douglas DC-8-61",0,3,0
