"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"642","A12",15,"A32","A45",1308,"A61","A75",4,"A93","A101",4,"A123",38,"A143","A152",2,"A172","good","A191","A201",1
"643","A14",15,"A32","A46",4623,"A62","A73",3,"A93","A101",2,"A122",40,"A143","A152",1,"A174","good","A192","A201",2
"644","A14",24,"A34","A43",1851,"A61","A74",4,"A94","A103",2,"A123",33,"A143","A152",2,"A173","good","A192","A201",1
"645","A11",18,"A34","A43",1880,"A61","A74",4,"A94","A101",1,"A122",32,"A143","A152",2,"A174","good","A192","A201",1
"646","A14",36,"A33","A49",7980,"A65","A72",4,"A93","A101",4,"A123",27,"A143","A151",2,"A173","good","A192","A201",2
"647","A11",30,"A30","A42",4583,"A61","A73",2,"A91","A103",2,"A121",32,"A143","A152",2,"A173","good","A191","A201",1
"648","A14",12,"A32","A40",1386,"A63","A73",2,"A92","A101",2,"A122",26,"A143","A152",1,"A173","good","A191","A201",2
"649","A13",24,"A32","A40",947,"A61","A74",4,"A93","A101",3,"A124",38,"A141","A153",1,"A173","bad","A191","A201",2
"650","A11",12,"A32","A46",684,"A61","A73",4,"A93","A101",4,"A123",40,"A143","A151",1,"A172","bad","A191","A201",2
"651","A11",48,"A32","A46",7476,"A61","A74",4,"A93","A101",1,"A124",50,"A143","A153",1,"A174","good","A192","A201",1
"652","A12",12,"A32","A42",1922,"A61","A73",4,"A93","A101",2,"A122",37,"A143","A152",1,"A172","good","A191","A201",2
"653","A11",24,"A32","A40",2303,"A61","A75",4,"A93","A102",1,"A121",45,"A143","A152",1,"A173","good","A191","A201",2
"654","A12",36,"A33","A40",8086,"A62","A75",2,"A93","A101",4,"A123",42,"A143","A152",4,"A174","good","A192","A201",2
"655","A14",24,"A34","A41",2346,"A61","A74",4,"A93","A101",3,"A123",35,"A143","A152",2,"A173","good","A192","A201",1
"656","A11",14,"A32","A40",3973,"A61","A71",1,"A93","A101",4,"A124",22,"A143","A153",1,"A173","good","A191","A201",1
"657","A12",12,"A32","A40",888,"A61","A75",4,"A93","A101",4,"A123",41,"A141","A152",1,"A172","bad","A191","A201",2
"658","A14",48,"A32","A43",10222,"A65","A74",4,"A93","A101",3,"A123",37,"A142","A152",1,"A173","good","A192","A201",1
"659","A12",30,"A30","A49",4221,"A61","A73",2,"A92","A101",1,"A123",28,"A143","A152",2,"A173","good","A191","A201",1
"660","A12",18,"A34","A42",6361,"A61","A75",2,"A93","A101",1,"A124",41,"A143","A152",1,"A173","good","A192","A201",1
"661","A13",12,"A32","A43",1297,"A61","A73",3,"A94","A101",4,"A121",23,"A143","A151",1,"A173","good","A191","A201",1
"662","A11",12,"A32","A40",900,"A65","A73",4,"A94","A101",2,"A123",23,"A143","A152",1,"A173","good","A191","A201",2
"663","A14",21,"A32","A42",2241,"A61","A75",4,"A93","A101",2,"A121",50,"A143","A152",2,"A173","good","A191","A201",1
"664","A12",6,"A33","A42",1050,"A61","A71",4,"A93","A101",1,"A122",35,"A142","A152",2,"A174","good","A192","A201",1
"665","A13",6,"A34","A46",1047,"A61","A73",2,"A92","A101",4,"A122",50,"A143","A152",1,"A172","good","A191","A201",1
"666","A14",24,"A34","A410",6314,"A61","A71",4,"A93","A102",2,"A124",27,"A141","A152",2,"A174","good","A192","A201",1
"667","A12",30,"A31","A42",3496,"A64","A73",4,"A93","A101",2,"A123",34,"A142","A152",1,"A173","bad","A192","A201",1
"668","A14",48,"A31","A49",3609,"A61","A73",1,"A92","A101",1,"A121",27,"A142","A152",1,"A173","good","A191","A201",1
"669","A11",12,"A34","A40",4843,"A61","A75",3,"A93","A102",4,"A122",43,"A143","A151",2,"A173","good","A192","A201",2
"670","A13",30,"A34","A43",3017,"A61","A75",4,"A93","A101",4,"A122",47,"A143","A152",1,"A173","good","A191","A201",1
"671","A14",24,"A34","A49",4139,"A62","A73",3,"A93","A101",3,"A122",27,"A143","A152",2,"A172","good","A192","A201",1
"672","A14",36,"A32","A49",5742,"A62","A74",2,"A93","A101",2,"A123",31,"A143","A152",2,"A173","good","A192","A201",1
"673","A14",60,"A32","A40",10366,"A61","A75",2,"A93","A101",4,"A122",42,"A143","A152",1,"A174","good","A192","A201",1
"674","A14",6,"A34","A40",2080,"A63","A73",1,"A94","A101",2,"A123",24,"A143","A152",1,"A173","good","A191","A201",1
"675","A14",21,"A33","A49",2580,"A63","A72",4,"A93","A101",2,"A121",41,"A141","A152",1,"A172","bad","A191","A201",2
"676","A14",30,"A34","A43",4530,"A61","A74",4,"A92","A101",4,"A123",26,"A143","A151",1,"A174","good","A192","A201",1
"677","A14",24,"A34","A42",5150,"A61","A75",4,"A93","A101",4,"A123",33,"A143","A152",1,"A173","good","A192","A201",1
"678","A12",72,"A32","A43",5595,"A62","A73",2,"A94","A101",2,"A123",24,"A143","A152",1,"A173","good","A191","A201",2
"679","A11",24,"A32","A43",2384,"A61","A75",4,"A93","A101",4,"A121",64,"A141","A151",1,"A172","good","A191","A201",1
"680","A14",18,"A32","A43",1453,"A61","A72",3,"A92","A101",1,"A121",26,"A143","A152",1,"A173","good","A191","A201",1
"681","A14",6,"A32","A46",1538,"A61","A72",1,"A92","A101",2,"A124",56,"A143","A152",1,"A173","good","A191","A201",1
"682","A14",12,"A32","A43",2279,"A65","A73",4,"A93","A101",4,"A124",37,"A143","A153",1,"A173","good","A192","A201",1
"683","A14",15,"A33","A43",1478,"A61","A73",4,"A94","A101",3,"A121",33,"A141","A152",2,"A173","good","A191","A201",1
"684","A14",24,"A34","A43",5103,"A61","A72",3,"A94","A101",3,"A124",47,"A143","A153",3,"A173","good","A192","A201",1
"685","A12",36,"A33","A49",9857,"A62","A74",1,"A93","A101",3,"A122",31,"A143","A152",2,"A172","bad","A192","A201",1
"686","A14",60,"A32","A40",6527,"A65","A73",4,"A93","A101",4,"A124",34,"A143","A153",1,"A173","bad","A192","A201",1
"687","A13",10,"A34","A43",1347,"A65","A74",4,"A93","A101",2,"A122",27,"A143","A152",2,"A173","good","A192","A201",1
"688","A12",36,"A33","A40",2862,"A62","A75",4,"A93","A101",3,"A124",30,"A143","A153",1,"A173","good","A191","A201",1
"689","A14",9,"A32","A43",2753,"A62","A75",3,"A93","A102",4,"A123",35,"A143","A152",1,"A173","good","A192","A201",1
"690","A11",12,"A32","A40",3651,"A64","A73",1,"A93","A101",3,"A122",31,"A143","A152",1,"A173","bad","A191","A201",1
"691","A11",15,"A34","A42",975,"A61","A73",2,"A91","A101",3,"A122",25,"A143","A152",2,"A173","good","A191","A201",1
"692","A12",15,"A32","A45",2631,"A62","A73",3,"A92","A101",2,"A121",25,"A143","A152",1,"A172","good","A191","A201",1
"693","A12",24,"A32","A43",2896,"A62","A72",2,"A93","A101",1,"A123",29,"A143","A152",1,"A173","good","A191","A201",1
"694","A11",6,"A34","A40",4716,"A65","A72",1,"A93","A101",3,"A121",44,"A143","A152",2,"A172","bad","A191","A201",1
"695","A14",24,"A32","A43",2284,"A61","A74",4,"A93","A101",2,"A123",28,"A143","A152",1,"A173","good","A192","A201",1
"696","A14",6,"A32","A41",1236,"A63","A73",2,"A93","A101",4,"A122",50,"A143","A151",1,"A173","good","A191","A201",1
"697","A12",12,"A32","A43",1103,"A61","A74",4,"A93","A103",3,"A121",29,"A143","A152",2,"A173","good","A191","A202",1
"698","A14",12,"A34","A40",926,"A61","A71",1,"A92","A101",2,"A122",38,"A143","A152",1,"A171","good","A191","A201",1
"699","A14",18,"A34","A43",1800,"A61","A73",4,"A93","A101",2,"A123",24,"A143","A152",2,"A173","good","A191","A201",1
"700","A13",15,"A32","A46",1905,"A61","A75",4,"A93","A101",4,"A123",40,"A143","A151",1,"A174","good","A192","A201",1
"701","A14",12,"A32","A42",1123,"A63","A73",4,"A92","A101",4,"A123",29,"A143","A151",1,"A172","good","A191","A201",2
"702","A11",48,"A34","A41",6331,"A61","A75",4,"A93","A101",4,"A124",46,"A143","A153",2,"A173","good","A192","A201",2
"703","A13",24,"A32","A43",1377,"A62","A75",4,"A92","A101",2,"A124",47,"A143","A153",1,"A173","good","A192","A201",1
"704","A12",30,"A33","A49",2503,"A62","A75",4,"A93","A101",2,"A122",41,"A142","A152",2,"A173","good","A191","A201",1
"705","A12",27,"A32","A49",2528,"A61","A72",4,"A92","A101",1,"A122",32,"A143","A152",1,"A173","bad","A192","A201",1
"706","A14",15,"A32","A40",5324,"A63","A75",1,"A92","A101",4,"A124",35,"A143","A153",1,"A173","good","A191","A201",1
"707","A12",48,"A32","A40",6560,"A62","A74",3,"A93","A101",2,"A122",24,"A143","A152",1,"A173","good","A191","A201",2
"708","A12",12,"A30","A42",2969,"A61","A72",4,"A92","A101",3,"A122",25,"A143","A151",2,"A173","good","A191","A201",2
"709","A12",9,"A32","A43",1206,"A61","A75",4,"A92","A101",4,"A121",25,"A143","A152",1,"A173","good","A191","A201",1
"710","A12",9,"A32","A43",2118,"A61","A73",2,"A93","A101",2,"A121",37,"A143","A152",1,"A172","bad","A191","A201",1
"711","A14",18,"A34","A43",629,"A63","A75",4,"A93","A101",3,"A122",32,"A141","A152",2,"A174","good","A192","A201",1
"712","A11",6,"A31","A46",1198,"A61","A75",4,"A92","A101",4,"A124",35,"A143","A153",1,"A173","good","A191","A201",2
"713","A14",21,"A32","A41",2476,"A65","A75",4,"A93","A101",4,"A121",46,"A143","A152",1,"A174","good","A192","A201",1
"714","A11",9,"A34","A43",1138,"A61","A73",4,"A93","A101",4,"A121",25,"A143","A152",2,"A172","good","A191","A201",1
"715","A12",60,"A32","A40",14027,"A61","A74",4,"A93","A101",2,"A124",27,"A143","A152",1,"A174","good","A192","A201",2
"716","A14",30,"A34","A41",7596,"A65","A75",1,"A93","A101",4,"A123",63,"A143","A152",2,"A173","good","A191","A201",1
"717","A14",30,"A34","A43",3077,"A65","A75",3,"A93","A101",2,"A123",40,"A143","A152",2,"A173","bad","A192","A201",1
"718","A14",18,"A32","A43",1505,"A61","A73",4,"A93","A101",2,"A124",32,"A143","A153",1,"A174","good","A192","A201",1
"719","A13",24,"A34","A43",3148,"A65","A73",3,"A93","A101",2,"A123",31,"A143","A152",2,"A173","good","A192","A201",1
"720","A12",20,"A30","A41",6148,"A62","A75",3,"A94","A101",4,"A123",31,"A141","A152",2,"A173","good","A192","A201",1
"721","A13",9,"A30","A43",1337,"A61","A72",4,"A93","A101",2,"A123",34,"A143","A152",2,"A174","good","A192","A201",2
"722","A12",6,"A31","A46",433,"A64","A72",4,"A92","A101",2,"A122",24,"A141","A151",1,"A173","bad","A191","A201",2
"723","A11",12,"A32","A40",1228,"A61","A73",4,"A92","A101",2,"A121",24,"A143","A152",1,"A172","good","A191","A201",2
"724","A12",9,"A32","A43",790,"A63","A73",4,"A92","A101",3,"A121",66,"A143","A152",1,"A172","good","A191","A201",1
"725","A14",27,"A32","A40",2570,"A61","A73",3,"A92","A101",3,"A121",21,"A143","A151",1,"A173","good","A191","A201",2
"726","A14",6,"A34","A40",250,"A64","A73",2,"A92","A101",2,"A121",41,"A141","A152",2,"A172","good","A191","A201",1
"727","A14",15,"A34","A43",1316,"A63","A73",2,"A94","A101",2,"A122",47,"A143","A152",2,"A172","good","A191","A201",1
"728","A11",18,"A32","A43",1882,"A61","A73",4,"A92","A101",4,"A123",25,"A141","A151",2,"A173","good","A191","A201",2
"729","A12",48,"A31","A49",6416,"A61","A75",4,"A92","A101",3,"A124",59,"A143","A151",1,"A173","good","A191","A201",2
"730","A13",24,"A34","A49",1275,"A64","A73",2,"A91","A101",4,"A121",36,"A143","A152",2,"A173","good","A192","A201",1
"731","A12",24,"A33","A43",6403,"A61","A72",1,"A93","A101",2,"A123",33,"A143","A152",1,"A173","good","A191","A201",1
"732","A11",24,"A32","A43",1987,"A61","A73",2,"A93","A101",4,"A121",21,"A143","A151",1,"A172","bad","A191","A201",2
"733","A12",8,"A32","A43",760,"A61","A74",4,"A92","A103",2,"A121",44,"A143","A152",1,"A172","good","A191","A201",1
"734","A14",24,"A32","A41",2603,"A64","A73",2,"A92","A101",4,"A123",28,"A143","A151",1,"A173","good","A192","A201",1
"735","A14",4,"A34","A40",3380,"A61","A74",1,"A92","A101",1,"A121",37,"A143","A152",1,"A173","bad","A191","A201",1
"736","A12",36,"A31","A44",3990,"A65","A72",3,"A92","A101",2,"A124",29,"A141","A152",1,"A171","good","A191","A201",1
"737","A12",24,"A32","A41",11560,"A61","A73",1,"A92","A101",4,"A123",23,"A143","A151",2,"A174","good","A191","A201",2
"738","A11",18,"A32","A40",4380,"A62","A73",3,"A93","A101",4,"A123",35,"A143","A152",1,"A172","bad","A192","A201",1
"739","A14",6,"A34","A40",6761,"A61","A74",1,"A93","A101",3,"A124",45,"A143","A152",2,"A174","bad","A192","A201",1
"740","A12",30,"A30","A49",4280,"A62","A73",4,"A92","A101",4,"A123",26,"A143","A151",2,"A172","good","A191","A201",2
"741","A11",24,"A31","A40",2325,"A62","A74",2,"A93","A101",3,"A123",32,"A141","A152",1,"A173","good","A191","A201",1
"742","A12",10,"A31","A43",1048,"A61","A73",4,"A93","A101",4,"A121",23,"A142","A152",1,"A172","good","A191","A201",1
"743","A14",21,"A32","A43",3160,"A65","A75",4,"A93","A101",3,"A122",41,"A143","A152",1,"A173","good","A192","A201",1
"744","A11",24,"A31","A42",2483,"A63","A73",4,"A93","A101",4,"A121",22,"A142","A152",1,"A173","good","A192","A201",1
"745","A11",39,"A34","A42",14179,"A65","A74",4,"A93","A101",4,"A122",30,"A143","A152",2,"A174","good","A192","A201",1
"746","A11",13,"A34","A49",1797,"A61","A72",3,"A93","A101",1,"A122",28,"A141","A152",2,"A172","good","A191","A201",1
"747","A11",15,"A32","A40",2511,"A61","A71",1,"A92","A101",4,"A123",23,"A143","A151",1,"A173","good","A191","A201",1
"748","A11",12,"A32","A40",1274,"A61","A72",3,"A92","A101",1,"A121",37,"A143","A152",1,"A172","good","A191","A201",2
"749","A14",21,"A32","A41",5248,"A65","A73",1,"A93","A101",3,"A123",26,"A143","A152",1,"A173","good","A191","A201",1
"750","A14",15,"A32","A41",3029,"A61","A74",2,"A93","A101",2,"A123",33,"A143","A152",1,"A173","good","A191","A201",1
"751","A11",6,"A32","A42",428,"A61","A75",2,"A92","A101",1,"A122",49,"A141","A152",1,"A173","good","A192","A201",1
"752","A11",18,"A32","A40",976,"A61","A72",1,"A92","A101",2,"A123",23,"A143","A152",1,"A172","good","A191","A201",2
"753","A12",12,"A32","A49",841,"A62","A74",2,"A92","A101",4,"A121",23,"A143","A151",1,"A172","good","A191","A201",1
"754","A14",30,"A34","A43",5771,"A61","A74",4,"A92","A101",2,"A123",25,"A143","A152",2,"A173","good","A191","A201",1
"755","A14",12,"A33","A45",1555,"A64","A75",4,"A93","A101",4,"A124",55,"A143","A153",2,"A173","bad","A191","A201",2
"756","A11",24,"A32","A40",1285,"A65","A74",4,"A92","A101",4,"A124",32,"A143","A151",1,"A173","good","A191","A201",2
"757","A13",6,"A34","A40",1299,"A61","A73",1,"A93","A101",1,"A121",74,"A143","A152",3,"A171","bad","A191","A202",1
"758","A13",15,"A34","A43",1271,"A65","A73",3,"A93","A101",4,"A124",39,"A143","A153",2,"A173","good","A192","A201",2
"759","A14",24,"A32","A40",1393,"A61","A73",2,"A93","A103",2,"A121",31,"A143","A152",1,"A173","good","A192","A201",1
"760","A11",12,"A34","A40",691,"A61","A75",4,"A93","A101",3,"A122",35,"A143","A152",2,"A173","good","A191","A201",2
"761","A14",15,"A34","A40",5045,"A65","A75",1,"A92","A101",4,"A123",59,"A143","A152",1,"A173","good","A192","A201",1
"762","A11",18,"A34","A42",2124,"A61","A73",4,"A92","A101",4,"A121",24,"A143","A151",2,"A173","good","A191","A201",2
"763","A11",12,"A32","A43",2214,"A61","A73",4,"A93","A101",3,"A122",24,"A143","A152",1,"A172","good","A191","A201",1
"764","A14",21,"A34","A40",12680,"A65","A75",4,"A93","A101",4,"A124",30,"A143","A153",1,"A174","good","A192","A201",2
"765","A14",24,"A34","A40",2463,"A62","A74",4,"A94","A101",3,"A122",27,"A143","A152",2,"A173","good","A192","A201",1
"766","A12",12,"A32","A43",1155,"A61","A75",3,"A94","A103",3,"A121",40,"A141","A152",2,"A172","good","A191","A201",1
"767","A11",30,"A32","A42",3108,"A61","A72",2,"A91","A101",4,"A122",31,"A143","A152",1,"A172","good","A191","A201",2
"768","A14",10,"A32","A41",2901,"A65","A72",1,"A92","A101",4,"A121",31,"A143","A151",1,"A173","good","A191","A201",1
"769","A12",12,"A34","A42",3617,"A61","A75",1,"A93","A101",4,"A123",28,"A143","A151",3,"A173","good","A192","A201",1
"770","A14",12,"A34","A43",1655,"A61","A75",2,"A93","A101",4,"A121",63,"A143","A152",2,"A172","good","A192","A201",1
"771","A11",24,"A32","A41",2812,"A65","A75",2,"A92","A101",4,"A121",26,"A143","A151",1,"A173","good","A191","A201",1
"772","A11",36,"A34","A46",8065,"A61","A73",3,"A92","A101",2,"A124",25,"A143","A152",2,"A174","good","A192","A201",2
"773","A14",21,"A34","A41",3275,"A61","A75",1,"A93","A101",4,"A123",36,"A143","A152",1,"A174","good","A192","A201",1
"774","A14",24,"A34","A43",2223,"A62","A75",4,"A93","A101",4,"A122",52,"A141","A152",2,"A173","good","A191","A201",1
"775","A13",12,"A34","A40",1480,"A63","A71",2,"A93","A101",4,"A124",66,"A141","A153",3,"A171","good","A191","A201",1
"776","A11",24,"A32","A40",1371,"A65","A73",4,"A92","A101",4,"A121",25,"A143","A151",1,"A173","good","A191","A201",2
"777","A14",36,"A34","A40",3535,"A61","A74",4,"A93","A101",4,"A123",37,"A143","A152",2,"A173","good","A192","A201",1
"778","A11",18,"A32","A43",3509,"A61","A74",4,"A92","A103",1,"A121",25,"A143","A152",1,"A173","good","A191","A201",1
"779","A14",36,"A34","A41",5711,"A64","A75",4,"A93","A101",2,"A123",38,"A143","A152",2,"A174","good","A192","A201",1
"780","A12",18,"A32","A45",3872,"A61","A71",2,"A92","A101",4,"A123",67,"A143","A152",1,"A173","good","A192","A201",1
"781","A12",39,"A34","A43",4933,"A61","A74",2,"A93","A103",2,"A121",25,"A143","A152",2,"A173","good","A191","A201",2
"782","A14",24,"A34","A40",1940,"A64","A75",4,"A93","A101",4,"A121",60,"A143","A152",1,"A173","good","A192","A201",1
"783","A12",12,"A30","A48",1410,"A61","A73",2,"A93","A101",2,"A121",31,"A143","A152",1,"A172","good","A192","A201",1
"784","A12",12,"A32","A40",836,"A62","A72",4,"A92","A101",2,"A122",23,"A141","A152",1,"A172","good","A191","A201",2
"785","A12",20,"A32","A41",6468,"A65","A71",1,"A91","A101",4,"A121",60,"A143","A152",1,"A174","good","A192","A201",1
"786","A12",18,"A32","A49",1941,"A64","A73",4,"A93","A101",2,"A122",35,"A143","A152",1,"A172","good","A192","A201",1
"787","A14",22,"A32","A43",2675,"A63","A75",3,"A93","A101",4,"A123",40,"A143","A152",1,"A173","good","A191","A201",1
"788","A14",48,"A34","A41",2751,"A65","A75",4,"A93","A101",3,"A123",38,"A143","A152",2,"A173","bad","A192","A201",1
"789","A12",48,"A33","A46",6224,"A61","A75",4,"A93","A101",4,"A124",50,"A143","A153",1,"A173","good","A191","A201",2
"790","A11",40,"A34","A46",5998,"A61","A73",4,"A93","A101",3,"A124",27,"A141","A152",1,"A173","good","A192","A201",2
"791","A12",21,"A32","A49",1188,"A61","A75",2,"A92","A101",4,"A122",39,"A143","A152",1,"A173","bad","A191","A201",2
"792","A14",24,"A32","A41",6313,"A65","A75",3,"A93","A101",4,"A123",41,"A143","A152",1,"A174","bad","A192","A201",1
"793","A14",6,"A34","A42",1221,"A65","A73",1,"A94","A101",2,"A122",27,"A143","A152",2,"A173","good","A191","A201",1
"794","A13",24,"A32","A42",2892,"A61","A75",3,"A91","A101",4,"A124",51,"A143","A153",1,"A173","good","A191","A201",1
"795","A14",24,"A32","A42",3062,"A63","A75",4,"A93","A101",3,"A124",32,"A143","A151",1,"A173","good","A192","A201",1
"796","A14",9,"A32","A42",2301,"A62","A72",2,"A92","A101",4,"A122",22,"A143","A151",1,"A173","good","A191","A201",1
"797","A11",18,"A32","A41",7511,"A65","A75",1,"A93","A101",4,"A122",51,"A143","A153",1,"A173","bad","A192","A201",2
"798","A14",12,"A34","A42",1258,"A61","A72",2,"A92","A101",4,"A122",22,"A143","A151",2,"A172","good","A191","A201",1
"799","A14",24,"A33","A40",717,"A65","A75",4,"A94","A101",4,"A123",54,"A143","A152",2,"A173","good","A192","A201",1
"800","A12",9,"A32","A40",1549,"A65","A72",4,"A93","A101",2,"A121",35,"A143","A152",1,"A171","good","A191","A201",1
"801","A14",24,"A34","A46",1597,"A61","A75",4,"A93","A101",4,"A124",54,"A143","A153",2,"A173","bad","A191","A201",1
"802","A12",18,"A34","A43",1795,"A61","A75",3,"A92","A103",4,"A121",48,"A141","A151",2,"A172","good","A192","A201",1
"803","A11",20,"A34","A42",4272,"A61","A75",1,"A92","A101",4,"A122",24,"A143","A152",2,"A173","good","A191","A201",1
"804","A14",12,"A34","A43",976,"A65","A75",4,"A93","A101",4,"A123",35,"A143","A152",2,"A173","good","A191","A201",1
"805","A12",12,"A32","A40",7472,"A65","A71",1,"A92","A101",2,"A121",24,"A143","A151",1,"A171","good","A191","A201",1
"806","A11",36,"A32","A40",9271,"A61","A74",2,"A93","A101",1,"A123",24,"A143","A152",1,"A173","good","A192","A201",2
"807","A12",6,"A32","A43",590,"A61","A72",3,"A94","A101",3,"A121",26,"A143","A152",1,"A172","good","A191","A202",1
"808","A14",12,"A34","A43",930,"A65","A75",4,"A93","A101",4,"A121",65,"A143","A152",4,"A173","good","A191","A201",1
"809","A12",42,"A31","A41",9283,"A61","A71",1,"A93","A101",2,"A124",55,"A141","A153",1,"A174","good","A192","A201",1
"810","A12",15,"A30","A40",1778,"A61","A72",2,"A92","A101",1,"A121",26,"A143","A151",2,"A171","good","A191","A201",2
"811","A12",8,"A32","A49",907,"A61","A72",3,"A94","A101",2,"A121",26,"A143","A152",1,"A173","good","A192","A201",1
"812","A12",6,"A32","A43",484,"A61","A74",3,"A94","A103",3,"A121",28,"A141","A152",1,"A172","good","A191","A201",1
"813","A11",36,"A34","A41",9629,"A61","A74",4,"A93","A101",4,"A123",24,"A143","A152",2,"A173","good","A192","A201",2
"814","A11",48,"A32","A44",3051,"A61","A73",3,"A93","A101",4,"A123",54,"A143","A152",1,"A173","good","A191","A201",2
"815","A11",48,"A32","A40",3931,"A61","A74",4,"A93","A101",4,"A124",46,"A143","A153",1,"A173","bad","A191","A201",2
"816","A12",36,"A33","A40",7432,"A61","A73",2,"A92","A101",2,"A122",54,"A143","A151",1,"A173","good","A191","A201",1
"817","A14",6,"A32","A44",1338,"A63","A73",1,"A91","A101",4,"A121",62,"A143","A152",1,"A173","good","A191","A201",1
"818","A14",6,"A34","A43",1554,"A61","A74",1,"A92","A101",2,"A123",24,"A143","A151",2,"A173","good","A192","A201",1
"819","A11",36,"A32","A410",15857,"A61","A71",2,"A91","A102",3,"A123",43,"A143","A152",1,"A174","good","A191","A201",1
"820","A11",18,"A32","A43",1345,"A61","A73",4,"A94","A101",3,"A121",26,"A141","A152",1,"A173","good","A191","A201",2
"821","A14",12,"A32","A40",1101,"A61","A73",3,"A94","A101",2,"A121",27,"A143","A152",2,"A173","good","A192","A201",1
"822","A13",12,"A32","A43",3016,"A61","A73",3,"A94","A101",1,"A123",24,"A143","A152",1,"A173","good","A191","A201",1
"823","A11",36,"A32","A42",2712,"A61","A75",2,"A93","A101",2,"A122",41,"A141","A152",1,"A173","bad","A191","A201",2
"824","A11",8,"A34","A40",731,"A61","A75",4,"A93","A101",4,"A121",47,"A143","A152",2,"A172","good","A191","A201",1
"825","A14",18,"A34","A42",3780,"A61","A72",3,"A91","A101",2,"A123",35,"A143","A152",2,"A174","good","A192","A201",1
"826","A11",21,"A34","A40",1602,"A61","A75",4,"A94","A101",3,"A123",30,"A143","A152",2,"A173","good","A192","A201",1
"827","A11",18,"A34","A40",3966,"A61","A75",1,"A92","A101",4,"A121",33,"A141","A151",3,"A173","good","A192","A201",2
"828","A14",18,"A30","A49",4165,"A61","A73",2,"A93","A101",2,"A123",36,"A142","A152",2,"A173","bad","A191","A201",2
"829","A11",36,"A32","A41",8335,"A65","A75",3,"A93","A101",4,"A124",47,"A143","A153",1,"A173","good","A191","A201",2
"830","A12",48,"A33","A49",6681,"A65","A73",4,"A93","A101",4,"A124",38,"A143","A153",1,"A173","bad","A192","A201",1
"831","A14",24,"A33","A49",2375,"A63","A73",4,"A93","A101",2,"A123",44,"A143","A152",2,"A173","bad","A192","A201",1
"832","A11",18,"A32","A40",1216,"A61","A72",4,"A92","A101",3,"A123",23,"A143","A151",1,"A173","good","A192","A201",2
"833","A11",45,"A30","A49",11816,"A61","A75",2,"A93","A101",4,"A123",29,"A143","A151",2,"A173","good","A191","A201",2
"834","A12",24,"A32","A43",5084,"A65","A75",2,"A92","A101",4,"A123",42,"A143","A152",1,"A173","good","A192","A201",1
"835","A13",15,"A32","A43",2327,"A61","A72",2,"A92","A101",3,"A121",25,"A143","A152",1,"A172","good","A191","A201",2
"836","A11",12,"A30","A40",1082,"A61","A73",4,"A93","A101",4,"A123",48,"A141","A152",2,"A173","good","A191","A201",2
"837","A14",12,"A32","A43",886,"A65","A73",4,"A92","A101",2,"A123",21,"A143","A152",1,"A173","good","A191","A201",1
"838","A14",4,"A32","A42",601,"A61","A72",1,"A92","A101",3,"A121",23,"A143","A151",1,"A172","bad","A191","A201",1
"839","A11",24,"A34","A41",2957,"A61","A75",4,"A93","A101",4,"A122",63,"A143","A152",2,"A173","good","A192","A201",1
"840","A14",24,"A34","A43",2611,"A61","A75",4,"A94","A102",3,"A121",46,"A143","A152",2,"A173","good","A191","A201",1
"841","A11",36,"A32","A42",5179,"A61","A74",4,"A93","A101",2,"A122",29,"A143","A152",1,"A173","good","A191","A201",2
"842","A14",21,"A33","A41",2993,"A61","A73",3,"A93","A101",2,"A121",28,"A142","A152",2,"A172","good","A191","A201",1
"843","A14",18,"A32","A45",1943,"A61","A72",4,"A92","A101",4,"A121",23,"A143","A152",1,"A173","good","A191","A201",2
"844","A14",24,"A31","A49",1559,"A61","A74",4,"A93","A101",4,"A123",50,"A141","A152",1,"A173","good","A192","A201",1
"845","A14",18,"A32","A42",3422,"A61","A75",4,"A93","A101",4,"A122",47,"A141","A152",3,"A173","bad","A192","A201",1
"846","A12",21,"A32","A42",3976,"A65","A74",2,"A93","A101",3,"A123",35,"A143","A152",1,"A173","good","A192","A201",1
"847","A14",18,"A32","A40",6761,"A65","A73",2,"A93","A101",4,"A123",68,"A143","A151",2,"A173","good","A191","A201",2
"848","A14",24,"A32","A40",1249,"A61","A72",4,"A94","A101",2,"A121",28,"A143","A152",1,"A173","good","A191","A201",1
"849","A11",9,"A32","A43",1364,"A61","A74",3,"A93","A101",4,"A121",59,"A143","A152",1,"A173","good","A191","A201",1
"850","A11",12,"A32","A43",709,"A61","A75",4,"A93","A101",4,"A121",57,"A142","A152",1,"A172","good","A191","A201",2
"851","A11",20,"A34","A40",2235,"A61","A73",4,"A94","A103",2,"A122",33,"A141","A151",2,"A173","good","A191","A202",2
"852","A14",24,"A34","A41",4042,"A65","A74",3,"A93","A101",4,"A122",43,"A143","A152",2,"A173","good","A192","A201",1
"853","A14",15,"A34","A43",1471,"A61","A73",4,"A93","A101",4,"A124",35,"A143","A153",2,"A173","good","A192","A201",1
"854","A11",18,"A31","A40",1442,"A61","A74",4,"A93","A101",4,"A124",32,"A143","A153",2,"A172","bad","A191","A201",2
"855","A14",36,"A33","A40",10875,"A61","A75",2,"A93","A101",2,"A123",45,"A143","A152",2,"A173","bad","A192","A201",1
