"","study","time","id","calm","secure","tense","regretful","at.ease","upset","worrying","rested","anxious","comfortable","confident","nervous","jittery","high.strung","relaxed","content","worried","rattled","joyful","pleasant"
"4510","SHOP",2,72,2,2,3,3,2,3,3,2,2,2,2,3,2,1,2,2,3,1,2,2
"4511","SHOP",2,73,4,3,1,1,3,1,1,4,1,3,3,1,1,1,3,4,1,1,2,4
"4512","SHOP",2,74,4,2,1,1,3,2,1,3,1,2,2,1,1,1,3,2,2,1,2,2
"4513","SHOP",2,75,2,3,4,1,2,3,4,1,4,2,3,2,3,2,1,2,4,2,2,2
"4514","SHOP",2,76,3,3,2,1,4,1,3,2,1,4,4,1,1,2,3,3,2,1,2,3
"4515","SHOP",2,77,2,2,3,3,1,3,3,1,2,1,1,1,2,2,1,1,2,1,1,1
"4516","SHOP",2,78,2,2,2,1,2,2,2,2,1,2,2,1,1,1,2,4,2,1,1,1
"4517","SHOP",2,79,2,2,1,1,2,1,1,1,1,2,2,1,1,1,3,1,1,1,1,1
"4518","SHOP",2,80,3,4,1,1,3,1,1,1,3,2,4,1,1,1,4,3,2,1,2,2
"4519","SHOP",2,81,2,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,1,2,2
"4520","SHOP",2,82,4,4,1,1,3,1,2,1,1,4,4,1,1,1,3,2,1,1,1,4
"4521","SHOP",2,83,3,4,1,2,4,1,2,2,1,4,4,1,1,1,4,3,2,1,2,3
"4522","SHOP",2,84,3,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,2,1,2,2
"4523","SHOP",2,85,2,2,2,1,2,1,2,1,3,2,3,1,3,2,2,2,1,1,1,2
"4524","SHOP",2,86,1,2,2,3,3,2,4,3,2,3,1,2,3,3,1,2,3,3,4,3
"4525","SHOP",2,87,4,4,1,1,4,1,2,4,1,4,4,1,1,1,4,4,1,1,4,4
"4526","SHOP",2,88,3,3,1,1,3,1,1,3,1,2,2,1,1,1,3,3,1,1,1,1
"4527","SHOP",2,89,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1
"4528","SHOP",2,90,3,4,1,2,3,1,2,3,2,3,3,1,1,1,3,3,2,1,4,4
"4529","SHOP",2,91,4,3,1,1,2,1,1,2,1,2,2,1,1,1,3,2,1,1,2,2
"4530","SHOP",2,92,2,2,3,3,2,3,4,2,3,2,2,3,3,3,2,2,3,3,2,2
"4531","SHOP",2,93,4,2,1,1,2,1,1,1,2,2,1,1,1,1,2,2,1,1,2,3
"4532","SHOP",2,94,3,3,1,1,3,1,1,3,1,3,4,1,1,1,3,3,1,1,3,3
"4533","SHOP",2,95,3,3,2,2,3,1,4,1,2,3,3,2,1,2,2,1,3,1,2,2
"4534","SHOP",2,96,1,1,3,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1
"4535","SHOP",2,97,2,3,1,1,2,1,3,1,3,2,3,1,2,1,2,3,2,2,2,2
"4536","SHOP",2,98,2,1,1,3,1,4,2,2,1,1,1,1,1,1,2,1,3,1,1,1
"4537","SWAM.one",1,1,2,2,3,1,2,1,1,3,2,2,2,2,2,3,2,2,1,3,2,2
"4538","SWAM.one",1,2,2,2,2,1,2,1,1,2,2,2,2,1,1,1,2,2,1,1,1,2
"4539","SWAM.one",1,3,2,2,2,2,2,2,1,2,2,3,3,1,1,1,3,2,1,1,1,1
"4540","SWAM.one",1,4,3,2,1,3,2,2,3,2,1,2,1,1,1,1,2,2,3,1,2,2
"4541","SWAM.one",1,5,1,1,4,4,2,4,4,1,4,2,1,3,3,4,1,1,4,4,1,1
"4542","SWAM.one",1,6,3,2,1,1,2,1,2,1,1,2,2,1,1,1,2,2,1,1,1,2
"4543","SWAM.one",1,7,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,4,1,1,2,4
"4544","SWAM.one",1,8,3,3,2,1,3,1,2,2,1,1,3,1,1,2,3,1,1,2,1,1
"4545","SWAM.one",1,9,4,4,1,1,3,1,1,2,1,4,4,1,2,1,2,4,1,1,4,4
"4546","SWAM.one",1,10,3,2,1,1,2,2,1,2,1,2,2,1,1,1,2,2,1,1,1,2
"4547","SWAM.one",1,11,3,3,1,1,3,1,1,3,1,3,4,1,1,1,3,3,1,1,2,3
"4548","SWAM.one",1,12,4,4,2,1,3,1,1,3,1,2,2,1,1,1,3,2,1,1,2,3
"4549","SWAM.one",1,13,2,2,2,1,2,1,1,2,2,2,2,3,3,2,2,1,1,1,1,2
"4550","SWAM.one",1,14,3,3,1,1,3,1,1,1,1,3,3,1,1,1,1,3,1,1,2,3
"4551","SWAM.one",1,15,3,2,1,1,2,1,1,2,1,2,2,1,1,1,3,2,1,1,2,2
"4552","SWAM.one",1,16,4,2,1,1,4,1,1,2,1,3,3,1,1,1,4,3,1,1,2,2
"4553","SWAM.one",1,17,2,4,1,1,3,1,1,3,1,4,4,1,2,2,3,4,2,2,3,3
"4554","SWAM.one",1,18,3,3,1,1,3,1,1,2,1,3,2,1,1,1,4,3,1,1,1,3
"4555","SWAM.one",1,19,3,3,1,1,2,1,2,1,1,2,4,1,2,1,1,2,1,1,1,2
"4556","SWAM.one",1,20,4,3,1,1,4,1,1,2,2,4,3,1,1,1,4,4,1,1,3,4
"4557","SWAM.one",1,21,4,4,1,1,4,1,1,2,1,3,3,1,1,1,4,3,1,1,1,2
"4558","SWAM.one",1,22,4,2,1,1,4,1,1,2,1,2,2,1,1,2,4,1,1,1,1,2
"4559","SWAM.one",1,23,2,2,3,2,2,1,2,3,3,2,2,3,4,2,2,2,2,3,3,2
"4560","SWAM.one",1,24,3,3,1,1,3,1,1,2,1,NA,3,1,1,1,2,1,1,1,1,1
"4561","SWAM.one",1,25,3,3,1,1,3,1,1,3,1,3,3,1,1,1,2,3,1,1,3,3
"4562","SWAM.one",1,26,3,3,1,1,3,1,1,2,1,2,3,1,1,1,2,2,1,1,1,2
"4563","SWAM.one",1,27,4,4,2,1,4,1,1,4,1,4,4,1,2,1,4,4,1,1,1,4
"4564","SWAM.one",1,28,2,2,3,3,2,1,4,2,2,1,3,2,4,3,1,1,4,1,1,2
"4565","SWAM.one",1,29,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4566","SWAM.one",1,30,2,2,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,1,1,2
"4567","SWAM.one",1,31,2,3,3,3,2,2,3,2,2,2,2,3,3,3,2,2,3,2,1,4
"4568","SWAM.one",1,32,4,4,1,1,4,1,1,3,1,4,4,2,1,1,4,4,2,1,3,4
"4569","SWAM.one",1,33,2,3,2,1,3,1,1,2,1,3,3,1,2,2,2,3,1,1,2,3
"4570","SWAM.one",1,34,4,2,1,1,2,1,1,1,1,2,2,1,1,1,3,3,1,1,1,2
"4571","SWAM.one",1,35,4,4,1,1,4,1,1,3,1,4,4,1,1,1,4,4,1,1,2,4
"4572","SWAM.one",1,36,2,3,3,1,2,1,1,1,2,2,2,3,4,3,1,2,1,2,1,1
"4573","SWAM.one",1,37,4,4,2,1,2,1,1,3,1,3,3,2,2,3,4,3,1,2,2,3
"4574","SWAM.one",1,38,2,2,3,1,2,1,1,3,4,1,3,2,3,3,1,2,1,2,1,2
"4575","SWAM.one",1,39,2,3,2,1,2,1,1,1,1,2,3,1,2,1,2,3,1,2,3,3
"4576","SWAM.one",1,40,4,4,1,1,4,1,1,3,1,3,4,1,1,1,3,3,1,1,2,3
"4577","SWAM.one",1,41,3,3,1,1,2,2,2,2,1,2,3,1,1,2,2,2,2,1,1,3
"4578","SWAM.one",1,42,2,2,2,4,1,4,3,1,1,2,1,3,3,2,1,1,4,2,1,1
"4579","SWAM.one",1,43,3,3,1,1,3,1,1,3,2,3,3,1,2,2,3,3,1,1,3,3
"4580","SWAM.one",1,44,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,2
"4581","SWAM.one",1,45,4,3,1,1,4,1,2,2,2,3,3,1,1,2,3,4,2,1,2,4
"4582","SWAM.one",1,46,2,4,1,1,3,1,4,1,1,3,4,1,1,1,3,3,2,1,3,4
"4583","SWAM.one",1,47,2,2,3,3,2,3,1,1,3,2,2,3,3,2,1,2,1,2,1,1
"4584","SWAM.one",1,48,2,3,2,1,2,1,1,2,1,2,4,3,4,4,2,4,1,4,4,4
"4585","SWAM.one",1,49,3,3,1,1,2,1,1,2,1,2,2,1,1,1,2,1,2,1,1,1
"4586","SWAM.one",1,50,2,2,1,1,2,1,1,1,2,2,2,1,2,1,2,2,1,1,1,2
"4587","SWAM.one",1,51,3,2,2,1,3,1,2,3,2,3,2,2,1,1,3,2,2,1,2,3
"4588","SWAM.one",1,52,2,2,3,2,2,1,3,2,3,2,4,3,3,3,2,2,1,3,1,1
"4589","SWAM.one",1,53,2,3,2,1,2,1,2,2,3,2,3,2,2,3,2,3,1,2,2,3
"4590","SWAM.one",1,54,2,2,1,1,2,1,1,2,1,2,3,1,1,1,2,2,1,1,2,3
"4591","SWAM.one",1,55,2,2,2,1,3,1,1,2,1,3,1,2,2,2,2,2,1,2,1,2
"4592","SWAM.one",1,56,2,3,2,1,3,1,1,2,2,3,3,1,2,2,3,3,1,1,2,2
"4593","SWAM.one",1,57,4,4,1,1,4,1,1,3,1,3,2,1,1,1,4,2,1,1,2,2
"4594","SWAM.one",1,58,3,4,1,1,3,1,1,2,1,3,3,1,1,1,3,4,1,1,2,3
"4595","SWAM.one",1,59,2,2,4,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1
"4596","SWAM.one",1,60,3,2,1,1,3,1,1,2,1,3,2,1,1,1,3,2,2,1,2,2
"4597","SWAM.one",1,61,3,2,2,2,3,1,1,2,1,2,3,2,1,1,2,2,1,1,1,2
"4598","SWAM.one",1,62,3,4,2,1,3,1,2,2,2,3,4,2,1,2,3,3,2,1,2,3
"4599","SWAM.one",1,63,2,3,2,1,2,1,1,2,2,3,3,1,2,2,3,3,1,1,2,3
"4600","SWAM.one",1,64,3,3,1,2,3,2,2,1,1,1,3,1,1,1,2,2,1,1,1,2
"4601","SWAM.one",1,65,2,1,2,3,2,1,4,2,3,2,1,2,2,2,1,1,3,1,1,2
"4602","SWAM.one",1,66,2,2,2,1,3,2,1,3,1,2,3,2,2,3,2,3,2,1,2,3
"4603","SWAM.one",1,67,3,3,1,2,2,1,2,1,1,1,2,1,2,1,3,3,1,1,2,2
"4604","SWAM.one",1,68,3,4,1,1,4,1,1,2,1,3,3,1,1,1,3,4,1,1,2,4
"4605","SWAM.one",1,69,3,3,1,1,3,1,1,3,1,3,2,1,1,1,3,3,1,1,3,3
"4606","SWAM.one",1,70,3,2,1,1,3,1,1,2,1,2,3,1,1,1,3,2,1,1,1,2
"4607","SWAM.one",1,71,3,3,2,1,2,1,3,2,2,1,4,2,3,3,2,3,1,3,3,3
"4608","SWAM.one",1,72,1,2,4,3,2,2,4,1,4,2,2,2,1,4,1,1,4,2,1,1
"4609","SWAM.one",1,73,2,2,1,1,2,1,1,2,1,2,3,1,1,1,2,2,1,1,2,2
"4610","SWAM.one",1,74,4,2,1,3,2,3,4,1,1,3,1,2,1,1,3,1,3,1,1,1
"4611","SWAM.one",1,75,2,3,2,1,2,1,3,1,2,2,3,2,2,1,3,3,2,1,3,2
"4612","SWAM.one",1,76,3,3,1,1,2,1,1,1,2,2,2,2,1,1,2,4,1,1,2,3
"4613","SWAM.one",1,77,3,3,1,1,3,1,1,2,1,4,4,1,1,1,4,4,1,1,3,4
"4614","SWAM.one",1,78,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1
"4615","SWAM.one",1,79,3,3,1,1,3,1,2,1,1,4,4,1,1,1,1,4,2,1,2,4
"4616","SWAM.one",1,80,3,3,1,1,3,1,1,2,1,2,3,1,1,1,3,3,1,1,1,2
"4617","SWAM.one",1,81,2,1,4,3,2,4,4,3,4,2,2,1,1,4,1,1,4,1,1,1
"4618","SWAM.one",1,82,2,3,2,1,2,1,2,1,1,2,3,2,2,1,2,2,1,1,2,2
"4619","SWAM.one",1,83,2,2,1,1,2,1,1,2,1,2,1,1,1,1,2,2,1,1,1,1
"4620","SWAM.one",1,84,2,2,2,1,2,1,3,2,1,2,2,1,1,1,1,1,3,1,1,2
"4621","SWAM.one",1,85,3,3,2,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
"4622","SWAM.one",1,86,4,4,1,2,4,1,1,2,2,3,3,1,1,1,3,3,1,1,1,3
"4623","SWAM.one",1,87,2,2,4,2,2,1,3,2,2,2,3,3,4,3,2,2,3,3,2,2
"4624","SWAM.one",1,88,3,3,1,1,3,1,1,3,1,3,3,1,1,1,3,3,1,1,2,3
"4625","SWAM.one",1,89,2,2,3,1,3,1,3,2,3,2,4,3,3,2,2,2,2,3,2,2
"4626","SWAM.one",1,90,2,2,2,1,3,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1
"4627","SWAM.one",1,91,4,4,1,2,4,2,2,2,2,4,4,1,1,1,2,4,2,1,3,4
"4628","SWAM.one",1,92,3,4,2,2,3,2,1,3,2,4,4,2,2,2,4,2,1,2,3,3
"4629","SWAM.one",1,93,3,2,1,1,2,1,2,3,1,2,2,1,1,1,4,2,1,1,2,1
"4630","SWAM.one",1,95,4,4,1,1,4,1,1,3,1,3,3,1,1,1,3,3,1,1,2,3
"4631","SWAM.two",1,101,4,4,4,2,2,2,2,4,4,4,4,3,4,4,4,4,2,4,2,2
"4632","SWAM.two",1,102,1,1,3,1,1,1,3,2,4,1,3,4,4,2,1,1,2,2,2,2
"4633","SWAM.two",1,103,2,3,2,1,3,1,1,3,2,2,4,1,2,2,2,2,1,2,3,2
"4634","SWAM.two",1,104,3,2,1,1,2,1,1,2,1,2,3,1,2,1,3,3,1,1,1,2
"4635","SWAM.two",1,105,3,3,1,2,2,1,2,1,1,3,3,1,2,2,3,2,2,1,1,2
"4636","SWAM.two",1,106,3,3,2,2,2,2,4,1,2,2,2,2,1,1,3,3,3,2,2,1
"4637","SWAM.two",1,107,2,2,2,1,2,1,1,3,3,3,3,2,3,2,2,2,1,2,3,3
"4638","SWAM.two",1,109,2,2,1,1,3,1,1,2,1,3,2,1,1,1,2,2,1,1,1,3
"4639","SWAM.two",1,110,3,3,1,1,3,1,1,3,2,3,2,1,1,2,3,3,1,1,1,3
"4640","SWAM.two",1,111,3,3,2,1,3,1,1,3,2,2,1,2,2,1,2,2,2,1,2,3
"4641","SWAM.two",1,112,3,4,3,1,3,1,1,2,3,3,4,3,3,2,4,3,1,2,3,3
"4642","SWAM.two",1,113,2,2,4,2,2,2,3,2,4,3,3,3,2,2,2,2,3,4,3,3
"4643","SWAM.two",1,114,2,3,4,1,2,1,2,2,3,2,3,3,3,3,2,2,1,2,2,2
"4644","SWAM.two",1,115,3,3,1,1,3,1,1,2,1,3,3,1,1,1,3,2,1,1,1,2
"4645","SWAM.two",1,116,2,4,1,1,3,1,1,2,1,3,4,1,1,1,3,3,1,1,1,3
"4646","SWAM.two",1,117,4,4,1,1,4,1,1,2,1,3,4,1,1,1,3,2,1,1,1,3
"4647","SWAM.two",1,118,2,2,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,1,2
"4648","SWAM.two",1,119,3,3,2,1,3,1,2,1,2,3,3,2,1,2,2,3,2,1,2,4
"4649","SWAM.two",1,120,2,2,3,1,2,1,1,2,3,2,2,3,2,1,2,2,1,1,3,4
"4650","SWAM.two",1,121,4,3,1,1,4,1,1,1,2,2,3,1,2,1,4,4,2,1,2,3
"4651","SWAM.two",1,122,4,4,1,1,3,1,1,3,2,3,3,1,1,1,3,3,1,1,3,4
"4652","SWAM.two",1,123,4,4,1,1,4,1,2,2,1,2,4,1,1,2,3,3,1,1,1,2
"4653","SWAM.two",1,124,2,2,1,1,3,1,2,3,2,2,3,1,2,2,3,3,1,2,3,2
"4654","SWAM.two",1,125,3,2,1,1,3,1,1,2,1,2,2,1,1,1,3,2,1,1,2,2
"4655","SWAM.two",1,126,2,2,2,1,2,1,2,1,2,2,1,2,2,3,1,1,2,1,2,1
"4656","SWAM.two",1,127,3,3,2,1,3,2,2,2,2,3,3,2,1,2,3,3,2,1,3,3
"4657","SWAM.two",1,128,3,3,2,1,2,1,1,3,2,3,3,2,2,1,2,3,1,1,1,3
"4658","SWAM.two",1,129,2,4,2,1,2,1,1,2,4,3,4,2,2,1,2,4,1,4,4,4
"4659","SWAM.two",1,130,2,2,4,3,1,3,1,2,4,1,2,3,3,4,1,1,3,3,1,1
"4660","SWAM.two",1,131,4,4,2,1,3,1,1,1,1,2,3,1,1,1,3,2,1,1,2,2
"4661","SWAM.two",1,132,3,3,2,1,2,1,1,2,2,2,3,2,2,1,3,4,1,1,1,3
"4662","SWAM.two",1,133,2,2,2,1,2,3,4,2,3,2,2,3,4,4,2,2,3,3,2,2
"4663","SWAM.two",1,134,3,2,1,2,3,1,2,2,1,2,2,1,1,1,2,2,1,1,1,1
"4664","SWAM.two",1,135,3,3,2,2,3,2,2,2,2,3,2,1,1,1,2,2,2,1,2,2
"4665","SWAM.two",1,136,4,4,1,1,4,1,1,2,1,2,2,1,1,1,3,2,1,1,1,2
"4666","SWAM.two",1,137,1,2,3,1,1,2,1,2,3,2,2,3,3,3,2,2,3,3,2,2
"4667","SWAM.two",1,138,4,4,1,1,4,1,2,3,2,3,4,2,2,1,3,3,2,1,4,3
"4668","SWAM.two",1,139,3,3,2,1,2,1,2,1,1,2,2,1,1,1,2,3,1,1,1,3
"4669","SWAM.two",1,140,1,2,3,1,2,1,1,1,2,2,2,3,4,4,1,1,1,2,1,1
"4670","SWAM.two",1,141,4,1,1,1,1,3,3,1,1,4,1,1,4,2,1,4,1,1,4,1
"4671","SWAM.two",1,142,3,3,1,1,3,1,1,2,1,3,3,1,1,1,3,3,1,1,1,3
"4672","SWAM.two",1,143,2,3,3,1,2,1,1,1,2,2,3,2,2,2,1,2,1,1,1,2
"4673","SWAM.two",1,144,2,2,1,1,3,1,2,1,1,3,2,1,1,1,4,3,1,1,1,2
"4674","SWAM.two",1,145,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4675","SWAM.two",1,146,2,2,1,1,3,1,2,1,1,3,2,1,1,1,2,2,2,1,1,1
"4676","SWAM.two",1,147,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,1,1,2,2
"4677","SWAM.two",1,148,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2
"4678","SWAM.two",1,149,4,4,1,1,4,1,1,3,2,3,3,1,1,1,3,4,1,1,2,3
"4679","SWAM.two",1,150,2,2,1,2,3,2,1,1,1,2,3,1,1,1,3,2,1,1,2,2
"4680","SWAM.two",1,151,2,2,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,1,2
"4681","SWAM.two",1,152,3,3,2,4,3,2,3,3,2,3,4,1,1,1,3,3,2,1,1,2
"4682","SWAM.two",1,153,3,2,2,2,2,1,2,1,2,2,2,1,1,1,3,3,2,1,2,4
"4683","SWAM.two",1,154,2,2,3,1,2,2,2,1,3,1,2,2,3,2,2,1,2,1,1,2
"4684","SWAM.two",1,155,4,3,1,1,3,1,1,2,1,4,3,1,1,1,4,4,1,1,2,3
"4685","VALE",1,1,4,2,1,1,2,1,1,1,1,2,2,1,1,1,3,2,1,1,2,2
"4686","VALE",1,2,3,2,1,1,1,1,2,1,3,2,3,3,1,1,2,2,3,1,1,2
"4687","VALE",1,3,4,2,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2
"4688","VALE",1,4,2,1,3,3,1,4,4,2,3,2,1,4,2,3,2,1,4,3,1,1
"4689","VALE",1,5,3,2,2,1,3,1,1,2,2,2,2,2,2,1,2,2,1,2,1,2
"4690","VALE",1,6,3,3,2,2,2,1,3,2,4,2,2,2,3,3,2,2,3,1,1,2
"4691","VALE",1,7,2,3,2,2,2,1,1,3,2,2,3,2,1,1,2,3,1,1,1,3
"4692","VALE",1,8,3,3,2,1,3,1,2,2,1,2,2,1,1,1,2,3,1,1,1,3
"4693","VALE",1,9,3,2,1,1,2,1,3,2,2,2,1,1,1,2,2,2,2,1,1,2
"4694","VALE",1,10,3,2,1,1,2,2,3,1,3,2,2,1,1,2,2,2,2,1,1,2
"4695","VALE",1,11,4,3,1,1,3,1,1,2,1,3,3,1,1,1,4,3,1,1,1,3
"4696","VALE",1,12,4,3,1,1,4,1,2,2,1,3,3,1,1,1,4,2,1,1,1,2
"4697","VALE",1,13,3,3,1,1,3,1,1,3,1,2,3,1,1,1,3,3,1,1,2,3
"4698","VALE",1,14,3,1,1,2,1,1,1,1,1,3,1,1,1,1,4,1,3,1,1,3
"4699","VALE",1,15,2,2,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1
"4700","VALE",1,16,3,3,2,1,2,1,1,2,2,2,4,1,2,1,2,3,1,1,3,3
"4701","VALE",1,17,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1
"4702","VALE",1,19,4,4,1,1,4,1,2,4,1,4,4,1,1,1,4,4,1,1,3,4
"4703","VALE",1,20,3,3,2,1,3,2,2,2,2,3,2,1,3,2,3,3,3,1,2,2
"4704","VALE",1,22,3,3,2,1,2,1,1,2,1,3,2,1,1,1,2,4,2,1,1,4
"4705","VALE",1,23,4,4,1,1,4,1,1,3,1,4,4,1,1,1,4,4,1,1,4,4
"4706","VALE",1,24,3,3,1,1,3,1,2,1,2,3,3,1,1,1,3,3,1,1,2,1
"4707","VALE",1,25,2,3,2,1,2,1,1,2,2,2,3,1,1,1,2,3,1,1,1,2
"4708","VALE",1,27,3,2,1,1,3,1,1,1,2,3,2,2,1,1,3,2,1,1,2,2
"4709","VALE",1,29,3,2,1,1,2,1,1,1,1,2,1,1,1,1,3,1,1,1,1,2
"4710","VALE",1,30,4,4,1,1,3,1,2,2,1,3,3,1,1,1,3,4,2,1,2,4
"4711","VALE",1,31,2,2,1,1,3,1,2,2,2,3,3,1,1,1,2,2,2,1,2,3
"4712","VALE",1,32,2,2,1,1,2,1,1,1,1,2,3,1,1,1,2,2,1,1,1,2
"4713","VALE",1,33,3,3,1,1,3,1,1,2,1,3,2,1,2,1,2,3,1,1,1,2
"4714","VALE",1,34,2,2,2,1,3,1,3,3,2,3,3,1,1,1,3,3,2,1,3,3
"4715","VALE",1,35,2,2,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1
"4716","VALE",1,36,3,3,1,1,3,1,1,4,1,3,4,1,1,1,3,3,1,1,3,4
"4717","VALE",1,37,2,3,1,3,2,2,2,1,2,2,3,1,1,1,2,2,2,1,1,2
"4718","VALE",1,38,3,3,2,1,3,1,1,2,2,2,3,2,1,1,3,3,2,1,2,3
"4719","VALE",1,39,4,4,1,1,4,1,1,3,1,4,4,1,1,1,4,4,1,1,2,2
"4720","VALE",1,40,3,2,1,2,2,3,3,1,2,2,2,1,1,1,2,2,2,1,1,2
"4721","VALE",1,41,4,2,1,2,3,3,4,1,1,3,1,1,1,1,3,2,3,1,1,2
"4722","VALE",1,42,3,4,1,1,3,1,1,2,1,3,4,2,1,2,3,3,1,1,3,3
"4723","VALE",1,43,2,1,4,2,2,3,3,2,1,2,1,1,1,1,2,1,1,1,1,1
"4724","VALE",1,44,4,4,1,1,4,1,2,1,1,4,4,1,1,1,4,4,1,1,4,4
"4725","VALE",1,46,4,4,2,2,4,1,1,2,1,4,4,1,1,2,3,4,1,2,3,4
"4726","VALE",1,48,3,4,2,3,3,2,3,1,2,2,3,1,1,1,2,2,3,1,1,2
"4727","VALE",1,50,3,3,2,2,3,2,1,3,1,3,3,1,2,1,3,2,1,1,1,3
"4728","VALE",1,51,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2
"4729","VALE",1,52,3,3,1,1,3,1,1,2,2,3,3,1,2,2,3,4,1,1,2,4
"4730","VALE",1,53,4,4,1,1,4,1,1,2,1,3,3,1,1,1,3,3,1,1,1,3
"4731","VALE",1,54,4,3,1,2,4,1,1,3,1,4,4,1,1,1,3,4,1,1,3,3
"4732","VALE",1,55,4,4,1,1,4,1,1,4,1,4,4,1,1,1,4,4,1,1,3,4
"4733","VALE",1,56,4,3,1,1,4,1,1,4,1,4,3,1,2,2,3,3,1,1,3,4
"4734","VALE",1,57,3,4,1,1,3,1,1,4,1,3,4,1,1,1,3,4,1,1,2,3
"4735","VALE",1,58,4,4,1,1,4,1,1,2,1,3,3,1,1,1,3,3,1,1,2,4
"4736","VALE",1,59,1,3,1,1,2,1,1,2,3,4,3,2,2,1,2,3,2,2,3,3
"4737","VALE",1,60,3,3,1,1,2,1,2,2,2,2,2,1,1,1,2,2,1,1,1,2
"4738","VALE",1,61,3,3,1,3,3,1,1,2,1,2,3,1,1,1,3,2,1,1,2,2
"4739","VALE",1,62,3,2,1,1,2,1,1,3,1,2,2,1,1,1,2,3,1,1,1,2
"4740","VALE",1,64,3,3,1,1,3,1,1,2,1,2,4,1,1,1,2,2,1,1,2,3
"4741","VALE",1,65,2,3,3,1,2,1,1,2,2,2,3,1,1,1,2,2,1,1,2,2
"4742","VALE",1,66,2,1,2,2,2,3,1,1,2,2,3,2,2,1,2,1,3,1,2,2
"4743","VALE",1,67,4,3,1,1,4,1,1,2,1,4,3,1,2,1,4,4,1,1,1,2
"4744","VALE",1,68,3,2,1,1,2,1,3,2,1,2,2,1,1,1,2,2,2,1,1,2
"4745","VALE",1,69,2,2,2,1,2,2,3,1,2,2,3,1,1,1,2,2,2,1,1,1
"4746","VALE",1,70,3,3,1,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4747","VALE",1,72,4,2,1,1,2,2,1,1,1,2,2,1,1,2,2,3,1,1,2,2
"4748","VALE",1,73,4,2,2,1,3,1,2,1,2,3,4,2,1,1,3,1,3,1,1,2
"4749","VALE",1,74,3,3,1,1,3,1,2,1,1,3,2,1,1,1,3,3,2,1,2,2
"4750","VALE",1,76,4,4,2,1,4,3,1,1,3,3,4,1,1,2,4,2,1,1,1,1
"4751","VALE",1,77,3,2,1,1,2,2,1,1,1,2,3,1,1,1,2,2,2,1,2,2
"4752","VALE",1,78,2,2,1,1,2,1,1,2,3,2,2,1,1,2,2,2,1,1,1,2
"4753","VALE",1,79,3,4,1,1,3,1,1,2,1,2,3,1,1,1,3,3,1,1,1,2
"4754","VALE",1,80,3,3,1,1,3,1,1,2,1,2,3,1,1,1,3,3,1,1,3,3
"4755","VALE",1,81,4,3,2,1,3,2,4,3,2,3,3,2,1,2,3,3,2,2,2,3
"4756","VALE",1,82,3,2,2,3,3,1,4,1,1,2,1,1,1,1,2,1,4,1,1,2
"4757","VALE",1,83,2,1,1,1,2,1,4,1,1,2,1,1,1,3,1,1,4,1,1,1
"4758","VALE",1,84,2,2,2,3,2,1,2,1,3,2,2,1,1,2,1,2,2,1,1,1
"4759","VALE",1,85,4,4,1,1,4,1,1,3,1,4,4,1,1,1,4,4,1,1,3,4
"4760","VALE",1,86,1,2,4,1,1,1,1,2,4,2,3,4,4,4,1,2,1,4,2,2
"4761","VALE",1,87,4,4,1,1,3,1,1,2,1,2,3,1,1,1,4,2,1,1,2,2
"4762","VALE",2,1,3,2,1,1,2,1,1,1,1,2,2,1,1,1,3,2,1,1,1,2
"4763","VALE",2,2,3,3,1,1,2,1,2,1,3,2,2,2,1,1,2,3,2,1,1,2
"4764","VALE",2,3,4,4,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,1,2
"4765","VALE",2,4,4,3,1,1,4,1,1,2,1,2,3,1,1,1,4,3,1,1,3,3
"4766","VALE",2,5,2,2,2,1,2,1,1,1,2,2,2,2,3,1,2,1,1,1,1,1
