"","study","time","id","pleasant","nervous","not.satisfied","wish.happy","failure","rested","calm","difficulties","worry","happy","disturbing.thoughts","lack.self.confidence","secure","decisive","inadequate","content","thoughts.bother","disappointments","steady","tension"
"2292","SAM","1",170,3,2,2,2,1,3,2,3,3,3,2,3,2,4,2,3,2,2,2,2
"2293","SAM","1",171,3,2,1,2,2,2,2,1,2,3,2,2,3,2,2,3,2,1,3,2
"2294","SAM","1",173,4,2,2,2,1,2,3,2,2,3,1,2,2,2,2,3,2,2,3,1
"2295","SAM","1",174,4,2,1,1,1,2,4,2,2,4,1,2,3,2,1,4,2,1,4,1
"2296","SAM","1",175,4,2,1,1,2,3,3,1,2,4,1,1,3,3,1,3,2,1,2,1
"2297","SAM","1",176,4,2,1,1,1,3,3,1,2,4,1,1,4,3,1,4,2,1,4,1
"2298","SAM","1",178,3,3,2,3,2,1,3,3,3,3,2,2,2,4,2,3,3,2,3,2
"2299","SAM","1",179,3,3,2,1,2,2,3,1,3,3,2,2,3,1,2,3,1,1,2,1
"2300","SAM","1",180,4,2,1,2,1,3,3,2,2,4,3,1,4,2,2,4,2,2,4,1
"2301","SAM","1",181,2,1,3,3,2,2,1,3,3,1,4,3,1,2,3,1,3,3,1,3
"2302","SAM","1",182,4,2,2,2,1,3,4,2,3,4,2,1,3,2,2,3,3,2,3,3
"2303","SAM","1",183,3,1,1,1,2,3,4,2,2,3,1,2,3,2,2,4,1,1,4,2
"2304","SAM","1",184,3,1,1,2,2,2,3,2,1,4,2,2,3,3,1,3,1,2,2,1
"2305","SAM","1",185,4,2,2,1,1,3,4,1,2,4,2,4,4,1,2,4,2,1,4,1
"2306","SAM","1",186,3,2,2,2,1,4,3,1,1,4,1,1,4,2,1,4,2,1,4,2
"2307","SAM","1",187,4,2,2,1,1,4,3,1,1,4,1,2,4,2,1,4,2,1,4,1
"2308","SAM","1",188,4,2,2,1,1,3,2,1,3,4,2,2,3,1,2,3,3,1,3,2
"2309","SAM","1",189,3,2,1,2,1,3,3,1,2,3,2,4,2,3,2,2,2,2,3,2
"2310","SAM","1",190,4,2,1,2,2,1,3,3,3,3,2,2,4,2,1,3,2,1,3,1
"2311","SAM","1",191,3,2,1,1,1,2,4,2,2,3,2,1,4,3,1,3,1,2,3,1
"2312","SAM","1",192,4,2,1,1,1,2,2,2,3,4,2,1,4,3,1,4,2,1,4,2
"2313","SAM","1",193,3,2,2,2,2,3,3,2,2,3,2,2,2,2,2,3,2,1,3,2
"2314","SAM","1",194,4,1,1,1,1,3,4,1,2,4,1,1,4,1,1,4,2,2,4,1
"2315","SAM","1",195,3,2,2,2,1,2,3,2,2,4,2,1,3,2,2,3,2,2,3,2
"2316","SAM","1",196,4,2,1,1,1,2,3,1,1,4,1,1,4,1,1,2,1,1,3,1
"2317","SAM","1",197,3,3,2,2,3,1,2,2,3,3,3,4,3,2,2,3,3,3,3,2
"2318","SAM","1",198,3,2,2,2,2,2,3,3,3,2,3,2,2,2,2,3,1,3,2,3
"2319","SAM","1",199,2,2,2,3,3,2,2,1,2,2,1,3,1,2,2,2,2,2,2,3
"2320","SAM","1",200,3,2,2,2,2,2,2,2,3,3,2,2,2,3,2,2,3,3,2,2
"2321","SAM","1",201,4,2,2,2,1,3,4,1,2,3,2,1,4,1,2,4,2,2,4,2
"2322","SAM","1",202,3,1,1,1,1,2,3,1,2,4,1,1,4,2,1,2,2,1,2,1
"2323","SAM","1",203,3,2,2,1,1,2,3,3,3,4,2,1,4,2,2,4,3,1,3,2
"2324","SAM","1",204,4,1,1,1,1,3,4,1,1,4,1,1,4,2,1,4,1,1,4,1
"2325","SAM","1",205,4,1,2,1,1,4,4,2,1,4,1,1,4,2,1,4,1,3,4,1
"2326","SAM","1",206,4,3,1,1,1,3,2,2,2,4,1,2,3,3,1,4,1,2,4,1
"2327","SAM","1",207,3,2,1,1,1,3,2,1,1,3,1,2,4,2,2,3,1,1,4,1
"2328","SAM","1",208,4,2,2,1,4,3,3,1,1,4,1,1,4,2,1,4,1,1,4,1
"2329","SAM","1",209,3,3,1,2,1,2,2,3,2,3,3,2,3,2,2,3,3,2,3,2
"2330","SAM","1",211,2,2,1,2,1,2,1,2,3,2,3,3,1,2,1,2,2,2,2,3
"2331","SAM","1",212,4,1,1,1,1,3,4,1,2,4,2,1,4,2,1,4,1,2,4,2
"2332","SAM","1",213,4,2,1,1,1,3,4,1,1,4,1,1,4,2,1,4,1,1,4,2
"2333","SAM","1",216,4,2,1,2,2,3,2,1,1,4,2,2,3,4,2,4,2,2,3,1
"2334","SAM","1",217,4,3,1,4,2,2,2,3,4,4,4,4,3,4,1,4,2,4,3,3
"2335","SAM","1",218,2,3,3,4,1,1,2,3,2,2,4,4,2,3,3,2,3,4,2,3
"2336","SAM","1",219,3,2,2,3,1,1,2,2,2,3,2,2,3,2,2,2,2,1,2,2
"2337","SAM","1",220,2,1,2,2,2,3,3,1,1,2,1,1,3,4,2,3,1,2,3,2
"2338","SAM","1",221,3,1,1,1,1,2,4,2,2,4,1,2,3,3,2,2,1,3,4,2
"2339","SAM","1",222,2,2,1,1,1,3,2,1,3,2,1,1,3,3,2,3,3,1,4,1
"2340","SAM","1",223,3,2,2,3,3,2,2,1,2,3,2,4,1,3,2,3,3,1,2,3
"2341","SAM","1",224,2,3,1,4,3,2,3,2,2,2,2,1,2,3,3,2,3,3,3,2
"2342","SAM","1",225,3,1,2,1,1,1,4,1,1,2,2,1,4,2,2,2,1,1,4,2
"2343","SAM","1",226,3,2,1,1,2,3,4,2,2,4,1,2,4,2,2,4,2,1,4,2
"2344","SAM","1",227,4,1,2,2,1,3,3,2,1,4,1,1,4,1,1,3,2,1,4,1
"2345","SAM","1",228,3,2,2,3,2,2,2,2,2,3,2,3,2,3,2,3,2,2,2,2
"2346","SAM","1",229,2,3,1,3,2,2,3,3,3,2,2,2,2,3,2,2,3,2,3,3
"2347","SAM","1",230,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,3,2,1,2,2
"2348","SAM","1",231,2,1,1,3,2,2,2,3,3,2,2,3,2,3,2,2,2,2,2,2
"2349","SAM","1",232,4,2,1,1,1,2,3,2,2,4,2,1,4,1,2,4,2,1,4,3
"2350","SAM","1",233,3,3,2,2,2,2,2,3,2,3,3,2,2,2,2,3,2,3,3,3
"2351","SAM","1",234,2,4,1,2,2,2,3,2,1,3,1,2,4,4,2,2,2,2,3,2
"2352","SAM","1",235,3,2,2,2,1,2,3,2,2,3,2,2,3,3,2,3,2,1,3,1
"2353","SAM","1",236,3,2,2,2,1,3,3,2,2,3,2,2,3,2,2,3,2,1,4,2
"2354","SAM","1",237,3,2,2,2,2,2,2,2,2,3,1,2,3,2,2,3,3,1,3,3
"2355","SAM","1",238,4,2,2,1,1,3,4,1,2,4,2,1,4,2,2,4,2,1,4,2
"2356","SAM","1",239,4,2,1,1,1,3,4,1,1,4,1,1,4,2,2,4,1,3,4,1
"2357","SAM","1",240,3,2,1,1,1,3,2,2,1,3,2,1,4,2,1,3,1,2,4,3
"2358","SAM","1",241,3,2,2,2,2,1,3,3,3,3,4,2,3,2,2,3,2,2,3,1
"2359","SAM","1",242,3,2,2,1,1,2,3,2,2,3,2,1,3,2,2,3,2,2,3,2
"2360","SAM","1",243,3,2,2,1,1,2,3,2,2,4,2,2,3,2,2,3,3,2,3,3
"2361","SAM","1",244,4,2,1,1,1,2,4,1,1,4,2,1,4,2,1,4,2,2,4,1
"2362","SAM","1",245,3,2,2,2,1,2,3,1,3,2,1,1,2,1,2,2,1,1,3,1
"2363","SAM","1",246,3,2,1,2,2,2,3,2,3,3,3,2,2,1,2,4,2,2,3,3
"2364","SAM","1",247,3,2,1,1,1,2,2,2,2,3,2,2,3,1,2,3,2,2,3,2
"2365","SAM","1",248,2,2,1,2,2,3,2,3,3,2,2,3,4,2,2,3,1,1,4,2
"2366","SAM","1",249,4,1,1,1,1,3,4,1,1,4,2,1,4,1,1,4,1,1,4,1
"2367","SAM","1",250,4,2,1,1,1,2,4,1,1,4,2,1,4,1,1,4,1,2,4,2
"2368","SAM","1",251,2,2,2,2,2,2,2,3,2,2,3,3,2,2,2,2,2,3,2,2
"2369","SAM","1",252,3,1,2,2,1,2,2,1,2,3,3,2,3,3,2,3,2,2,3,3
"2370","SAM","1",253,2,2,2,1,1,1,2,2,2,3,2,1,4,2,2,4,2,1,4,2
"2371","SAM","1",254,4,2,2,1,1,3,3,1,1,3,1,1,4,2,2,3,1,1,3,1
"2372","SAM","1",255,4,3,1,1,2,2,3,2,1,4,1,1,3,4,1,4,2,2,3,1
"2373","SAM","1",256,3,1,2,4,2,3,3,2,3,3,2,2,2,2,2,1,4,2,3,3
"2374","SAM","1",257,4,2,1,1,2,3,4,2,1,4,1,1,4,3,2,4,1,2,4,2
"2375","SAM","1",259,3,1,2,2,2,3,1,2,3,3,4,2,2,2,2,2,3,3,1,2
"2376","SAM","1",260,4,2,1,1,1,3,3,1,2,4,1,2,4,3,1,4,2,1,4,2
"2377","SAM","1",261,3,3,2,2,2,2,2,3,2,2,3,1,3,2,2,2,3,2,3,2
"2378","SAM","1",262,3,3,1,2,2,2,3,2,2,3,2,2,3,2,2,3,1,2,3,1
"2379","SAM","1",263,3,2,2,2,1,3,3,1,2,2,2,2,3,1,2,3,2,1,4,2
"2380","SAM","1",264,2,2,2,3,2,2,4,2,2,3,1,2,3,4,2,3,2,2,4,2
"2381","SAM","1",266,3,1,1,1,1,4,4,2,1,4,1,2,4,3,1,4,1,1,4,1
"2382","SAM","1",267,4,1,2,1,2,3,2,2,1,4,2,1,3,4,2,3,3,1,2,2
"2383","SAM","1",268,3,3,3,3,2,1,3,3,2,4,1,2,3,1,2,3,2,1,3,1
"2384","SAM","1",270,3,2,2,2,2,2,3,2,3,3,2,2,2,2,2,3,2,1,3,1
"2385","SAM","1",271,3,2,1,2,1,3,3,2,2,4,2,1,4,2,1,3,1,1,4,1
"2386","SAM","1",272,3,1,2,2,1,3,4,2,3,4,4,1,4,2,2,3,2,2,4,2
"2387","SAM","1",275,4,2,2,1,1,3,3,1,2,4,3,1,3,1,2,3,2,1,3,1
"2388","SAM","1",276,3,4,2,2,1,1,1,2,2,3,3,4,1,3,2,3,3,3,2,3
"2389","SAM","1",277,3,2,2,2,2,2,2,2,3,3,3,2,4,2,2,4,2,2,3,2
"2390","SAM","1",278,3,2,2,2,2,3,3,2,3,2,2,2,4,2,2,3,4,3,3,2
"2391","SAM","1",279,3,2,1,1,1,3,2,1,1,4,2,1,3,3,1,3,1,1,3,1
"2392","SAM","1",281,2,2,1,3,2,2,2,3,3,2,3,3,2,3,1,2,3,2,2,3
"2393","SAM","1",282,4,2,1,2,1,2,3,1,1,4,2,1,4,1,1,4,2,1,4,1
"2394","SAM","1",283,2,2,1,2,1,3,3,2,2,3,2,1,3,3,2,3,1,1,2,2
"2395","SAM","1",284,3,2,1,2,1,2,3,2,2,3,2,1,3,2,2,3,2,2,3,2
"2396","SAM","1",285,3,2,1,2,1,2,2,2,2,4,2,2,3,2,2,4,3,2,4,2
"2397","SAM","1",286,3,1,2,1,2,3,3,2,2,3,2,2,2,3,2,3,1,2,3,1
"2398","SAM","1",287,3,2,2,2,2,2,3,2,2,3,2,2,3,2,2,3,2,1,3,2
"2399","SAM","1",289,3,1,1,2,2,2,3,1,3,3,2,1,4,3,1,3,2,2,3,2
"2400","SAM","1",290,3,2,2,2,1,2,2,2,2,3,3,3,2,2,2,2,1,2,3,2
"2401","SAM","1",293,3,2,1,2,2,2,3,1,2,4,2,2,4,2,1,4,2,1,3,2
"2402","SAM","1",294,4,2,1,1,1,3,4,1,1,4,1,1,4,2,1,4,1,1,4,1
"2403","SAM","1",296,4,2,1,2,1,3,3,2,2,3,2,1,3,2,1,4,2,2,3,1
"2404","SAM","1",298,2,3,2,4,3,1,1,2,4,2,3,4,2,2,4,2,4,3,2,2
"2405","SAM","1",299,4,2,1,2,1,3,4,2,1,4,2,1,4,2,1,4,1,1,4,1
"2406","SAM","1",303,4,2,1,1,2,2,3,1,1,4,1,1,4,2,1,4,2,1,3,1
"2407","SAM","1",309,4,2,1,1,1,3,4,1,1,3,1,1,4,1,2,3,1,1,4,2
"2408","SAM","1",310,4,2,2,2,2,2,4,1,1,3,1,1,4,1,2,2,1,1,4,1
"2409","SAM","1",311,3,2,2,2,1,3,2,1,2,3,1,1,4,4,1,4,2,1,3,2
"2410","SAM","1",312,3,3,1,2,1,2,3,2,2,3,1,1,3,3,2,4,2,1,4,2
"2411","SAM","1",314,3,2,1,3,1,1,3,3,3,1,2,4,1,1,3,2,3,3,2,2
"2412","SAM","1",316,3,2,1,2,1,3,3,2,2,3,2,2,2,2,2,3,1,1,3,1
"2413","SAM","1",318,4,1,1,2,1,3,4,2,1,4,2,1,3,1,1,3,2,1,3,1
"2414","SAM","1",319,3,2,1,1,1,2,4,2,2,3,2,1,3,1,1,3,2,2,3,2
"2415","SAM","1",1002,2,2,2,1,3,4,2,2,3,2,2,2,3,2,3,2,1,3,2,1
"2416","SAM","1",1004,3,2,1,2,2,3,4,2,1,3,2,2,3,2,1,3,1,1,4,1
"2417","SAM","1",1005,4,2,1,1,2,3,3,1,2,4,1,2,4,4,1,4,2,1,3,2
"2418","SAM","1",1008,2,2,1,2,1,1,2,3,2,2,2,2,2,3,2,2,2,2,2,1
"2419","SAM","1",1009,4,1,1,1,1,4,3,1,1,4,1,1,4,1,1,4,2,1,4,1
"2420","SAM","1",1010,2,3,1,1,1,2,3,4,3,3,3,2,2,2,3,3,4,4,3,4
"2421","SAM","1",1015,3,2,1,2,2,3,3,1,1,4,2,2,2,2,2,3,2,2,3,1
"2422","SAM","1",1018,4,2,1,2,1,1,3,2,2,4,2,2,3,3,1,4,2,1,4,2
"2423","SAM","1",1019,3,2,1,2,1,3,2,2,2,3,2,2,2,2,2,3,2,2,3,2
"2424","SAM","1",1020,4,2,2,2,2,1,4,1,1,4,1,1,4,3,1,4,3,1,4,1
"2425","SAM","1",1022,4,2,1,1,1,4,4,1,2,4,1,1,4,1,1,4,1,1,4,1
"2426","SAM","1",1024,4,2,2,2,2,2,4,1,1,3,1,1,3,1,2,4,2,1,4,2
"2427","SAM","1",1025,3,2,2,2,1,2,2,3,3,3,3,1,3,3,2,3,2,2,4,2
"2428","SAM","1",1033,2,2,2,3,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2
"2429","SAM","1",1036,4,2,1,1,1,3,4,2,1,4,1,1,4,1,2,4,2,1,4,1
"2430","SAM","1",1042,4,2,1,1,1,2,4,2,1,4,2,1,4,2,1,4,1,1,4,1
"2431","SAM","1",1044,3,2,1,2,1,2,3,2,2,3,1,2,3,3,2,3,2,1,3,2
"2432","SAM","1",1045,3,2,1,1,2,1,3,2,2,3,2,2,3,4,1,3,2,2,3,1
"2433","SAM","1",1052,4,1,1,1,1,2,3,1,1,4,1,2,3,4,1,4,1,1,4,1
"2434","SAM","1",1053,3,2,2,2,2,3,3,2,2,3,2,2,3,3,2,2,2,2,3,2
"2435","SAM","1",1057,3,2,1,1,1,2,3,1,1,4,1,1,4,2,2,4,1,1,4,2
"2436","SAM","1",1065,3,2,1,1,1,3,3,1,1,4,1,1,2,1,2,2,2,2,3,1
"2437","SAM","1",1066,3,2,2,2,2,3,4,2,2,3,2,2,4,2,2,3,2,1,3,1
"2438","SAM","1",1067,3,2,1,2,1,3,4,2,2,4,2,2,3,3,2,3,2,2,4,2
"2439","SAM","1",1073,3,2,2,3,1,2,2,2,3,2,2,2,3,2,2,3,2,1,3,2
"2440","SAM","1",1075,4,2,1,1,1,2,3,2,1,4,1,1,3,3,2,3,2,2,4,2
"2441","SAM","1",1076,3,3,1,4,1,2,4,2,2,3,2,2,3,1,2,3,2,1,3,1
"2442","SAM","1",1077,3,2,1,1,1,3,4,1,1,3,2,1,4,3,1,3,1,1,4,2
"2443","SAM","1",1084,4,2,1,2,2,3,4,2,4,3,2,1,4,2,2,3,4,2,4,2
"2444","SAM","1",1089,4,1,1,1,1,4,4,1,1,4,2,4,4,2,1,4,1,1,4,1
"2445","SAM","1",1121,3,2,1,2,1,2,3,2,2,3,1,2,3,2,2,3,1,1,4,3
"2446","SAM","1",1127,3,1,2,1,1,2,3,1,1,3,2,1,3,3,1,3,1,1,2,1
"2447","SAM","1",1162,3,2,1,1,1,2,3,2,1,3,2,2,3,3,2,3,2,2,3,1
"2448","SAM","1",1184,3,2,1,2,1,2,3,1,2,3,2,2,3,1,2,3,1,1,3,1
"2449","SAM","1",1214,3,3,2,2,3,2,3,2,2,3,2,2,3,3,2,3,2,1,3,2
"2450","SAM","1",1258,2,4,4,4,1,2,2,3,4,2,4,4,1,2,4,2,3,1,2,3
"2451","SAM","1",1265,1,4,3,4,2,2,1,4,3,2,4,4,1,4,4,2,3,4,1,4
"2452","SHED","1",1,2,3,2,2,1,1,2,2,3,2,2,2,2,3,2,2,2,1,2,3
"2453","SHED","1",2,3,3,2,3,4,2,2,2,3,3,2,2,2,4,2,3,3,2,3,3
"2454","SHED","1",3,3,3,1,1,2,2,3,2,2,3,2,2,3,3,2,3,2,2,3,2
"2455","SHED","1",4,3,2,1,1,1,3,2,1,1,4,2,1,3,2,1,4,2,1,2,1
"2456","SHED","1",5,3,2,2,2,1,2,3,1,2,3,2,2,3,3,1,3,1,1,3,2
"2457","SHED","1",6,3,1,1,1,1,4,4,2,1,3,2,1,3,2,1,4,2,1,4,1
"2458","SHED","1",7,3,2,3,3,2,2,2,1,2,2,3,4,2,2,2,2,3,2,2,1
"2459","SHED","1",8,4,2,1,1,2,3,4,2,2,4,1,2,4,1,1,3,1,1,4,2
"2460","SHED","1",9,4,1,1,1,2,2,3,1,1,4,1,2,3,2,1,4,1,1,3,1
"2461","SHED","1",10,3,2,1,2,1,2,3,2,2,3,2,2,3,3,2,3,2,1,3,2
"2462","SHED","1",11,3,2,1,3,2,2,3,3,3,3,3,2,2,2,2,3,2,2,3,2
"2463","SHED","1",12,3,2,1,2,2,2,1,2,2,3,2,2,3,3,2,3,3,2,3,1
"2464","SHED","1",13,3,2,2,2,1,3,3,1,2,4,1,1,3,2,2,3,2,1,3,2
"2465","SHED","1",14,3,2,2,2,1,2,2,1,2,3,2,2,2,3,2,3,2,1,3,1
"2466","SHED","1",15,4,1,1,1,1,3,4,1,2,4,1,1,4,2,1,4,1,1,4,1
"2467","SHED","1",16,3,2,2,3,4,2,4,2,1,3,2,2,3,4,2,3,1,2,4,3
"2468","SHED","1",17,4,1,2,1,1,2,4,2,1,4,1,1,4,2,1,4,1,1,4,1
"2469","SHED","1",18,3,2,1,2,2,3,2,2,3,4,3,2,4,2,1,3,3,1,2,1
"2470","SHED","1",19,3,1,2,2,1,3,3,2,1,4,2,1,4,1,1,3,1,2,4,2
"2471","SHED","1",20,3,2,2,1,2,2,3,1,2,3,3,2,3,3,2,3,3,2,4,2
"2472","SHED","1",21,3,2,2,2,2,1,2,2,2,3,2,1,1,3,2,3,2,1,1,2
"2473","SHED","1",22,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2474","SHED","1",24,4,1,2,2,1,3,4,2,2,4,2,1,4,1,2,4,1,1,4,1
"2475","SHED","1",25,2,4,3,2,1,1,3,2,3,3,4,2,1,4,3,2,2,4,2,2
"2476","SHED","1",26,3,2,1,2,2,3,3,2,1,3,3,1,4,2,1,3,2,1,4,2
"2477","SHED","1",27,2,3,3,4,1,1,2,4,4,2,4,1,4,3,4,2,4,4,4,2
"2478","SHED","1",28,3,2,1,2,2,2,2,2,3,3,3,2,3,3,2,4,2,1,3,1
"2479","SHED","1",29,2,3,1,2,2,4,4,3,1,3,2,1,3,4,1,2,2,3,1,1
"2480","SHED","1",30,3,2,2,1,2,2,3,2,2,3,2,1,3,2,2,3,2,2,3,2
"2481","SHED","1",31,4,2,1,1,1,3,4,1,1,4,1,1,3,2,1,4,2,1,4,1
"2482","SHED","1",32,3,2,2,2,2,3,3,3,2,3,2,2,3,2,2,3,3,2,3,3
"2483","SHED","1",33,2,3,2,4,3,2,2,3,3,2,3,4,1,4,3,2,2,3,3,3
"2484","SHED","1",34,4,3,2,2,1,3,4,2,1,4,2,1,4,2,1,4,1,1,3,1
"2485","SHED","1",35,4,2,1,1,1,2,3,1,1,4,1,1,4,2,1,4,1,1,4,1
"2486","SHED","1",36,3,2,1,2,2,2,3,3,2,3,1,2,3,4,1,3,1,2,3,4
"2487","SHED","1",37,4,4,2,3,1,3,3,1,2,4,3,2,3,4,2,3,2,2,4,1
"2488","SHED","1",38,4,2,1,1,1,2,3,1,2,4,2,2,4,3,1,4,2,1,4,1
"2489","SHED","1",39,3,1,2,1,2,1,2,2,3,3,1,2,2,2,1,2,2,2,2,3
"2490","SHED","1",40,4,2,1,1,2,2,3,3,2,4,3,1,3,2,1,4,3,2,2,2
"2491","SHED","1",41,3,2,1,1,1,3,3,1,2,3,3,2,3,2,1,4,2,2,3,3
"2492","SHED","1",42,3,1,1,2,2,3,3,2,1,3,2,1,4,4,1,4,1,1,4,1
"2493","SHED","1",43,4,1,2,1,1,2,3,2,2,4,2,2,4,4,2,3,1,2,3,2
"2494","SHED","1",44,3,2,2,2,1,2,3,1,1,4,2,2,3,2,2,4,2,1,4,1
"2495","SHED","1",45,3,2,1,1,1,3,3,1,3,3,3,2,3,1,1,3,2,2,3,2
"2496","SHED","1",46,2,3,1,2,2,2,2,1,1,2,1,1,3,3,2,3,1,1,3,1
"2497","SHED","1",47,4,1,2,1,2,2,3,1,2,4,1,1,4,1,2,4,1,1,4,1
"2498","SHED","1",48,1,4,3,4,3,1,2,3,2,2,4,4,1,4,4,1,2,2,2,3
"2499","SHED","1",49,3,2,1,1,1,2,3,1,1,2,1,1,2,2,2,2,2,1,3,1
"2500","SHED","1",50,3,2,1,2,1,3,4,2,1,3,2,2,3,2,2,3,2,2,4,2
"2501","SHED","1",51,4,2,1,1,1,3,4,2,4,3,2,2,3,4,2,3,4,2,3,3
"2502","SHED","1",52,3,4,3,3,3,1,2,2,2,3,3,4,2,3,3,2,3,3,2,3
"2503","SHED","1",53,4,2,1,1,2,3,3,1,2,4,1,1,3,2,1,4,2,1,3,1
"2504","SHED","1",54,3,1,1,2,1,3,2,1,1,3,2,1,3,4,2,3,1,2,4,2
"2505","SHED","1",55,4,2,1,1,1,2,4,2,1,4,2,1,4,2,1,4,1,2,4,1
"2506","SHED","1",56,3,1,2,2,3,1,2,3,3,3,3,2,2,2,2,3,3,2,3,3
"2507","SHED","1",57,3,2,2,2,2,2,3,2,2,3,2,2,3,2,2,3,3,2,3,2
"2508","SHED","1",58,2,3,1,2,3,2,4,2,2,3,3,2,4,2,2,3,3,3,3,2
"2509","SHED","1",59,3,3,2,3,1,2,3,3,3,3,3,2,3,2,2,2,3,2,2,3
"2510","SHOP","1",1,2,2,2,2,1,2,2,2,2,2,3,2,2,2,3,2,3,3,2,3
"2511","SHOP","1",2,3,2,2,2,1,3,3,1,2,3,2,2,3,1,2,3,2,2,4,1
"2512","SHOP","1",3,3,4,2,2,2,3,2,3,3,3,2,1,3,3,2,3,3,1,3,2
"2513","SHOP","1",4,3,2,2,1,1,3,3,2,2,3,3,2,2,1,2,3,2,2,3,1
"2514","SHOP","1",5,3,2,1,1,1,2,3,2,2,4,2,1,3,3,2,4,2,1,4,3
"2515","SHOP","1",6,3,2,2,3,2,3,2,2,4,3,3,2,2,3,3,3,3,2,3,3
"2516","SHOP","1",7,2,2,2,2,3,1,2,2,2,2,2,1,3,2,2,2,2,2,2,2
"2517","SHOP","1",8,2,3,3,4,2,1,2,3,3,2,3,3,2,3,3,2,2,2,2,3
"2518","SHOP","1",9,2,1,1,1,1,2,2,1,1,3,2,1,2,1,1,2,1,1,2,1
"2519","SHOP","1",10,3,4,2,2,1,1,3,1,2,3,1,1,4,2,2,3,4,1,4,1
"2520","SHOP","1",11,3,2,1,2,2,3,3,2,3,3,1,1,3,2,1,3,2,1,3,2
"2521","SHOP","1",12,1,4,2,4,4,1,1,4,4,1,4,3,2,2,4,2,3,4,3,4
"2522","SHOP","1",13,3,3,3,2,2,2,2,2,3,3,2,2,3,2,2,2,4,2,3,2
"2523","SHOP","1",14,2,3,2,2,3,2,3,2,2,2,3,2,2,1,2,2,2,2,3,3
"2524","SHOP","1",15,3,2,2,3,1,2,2,3,4,3,4,2,2,1,2,3,3,4,2,4
"2525","SHOP","1",16,3,2,1,3,2,2,2,2,2,2,1,1,3,2,2,3,2,2,3,1
"2526","SHOP","1",17,3,2,2,1,1,3,2,2,3,3,2,1,2,2,1,3,2,1,2,2
"2527","SHOP","1",18,3,2,2,2,2,2,2,2,2,3,2,2,3,3,2,2,2,3,3,2
"2528","SHOP","1",19,2,2,2,2,1,3,4,3,2,3,4,1,3,4,1,3,2,1,3,3
"2529","SHOP","1",20,3,1,2,1,1,2,2,1,3,3,2,1,3,1,1,3,2,3,2,2
"2530","SHOP","1",21,3,2,2,2,3,3,3,3,3,3,2,2,2,3,2,2,2,2,2,3
"2531","SHOP","1",22,3,2,2,1,2,3,4,2,3,4,2,1,4,3,2,4,2,2,4,2
"2532","SHOP","1",23,3,2,1,2,2,1,2,3,4,2,3,2,2,4,2,2,1,1,1,2
"2533","SHOP","1",24,2,2,1,2,2,2,3,2,2,2,2,2,3,2,1,3,2,2,4,2
"2534","SHOP","1",25,4,2,1,2,2,2,4,2,3,3,3,2,3,4,2,3,1,2,3,2
"2535","SHOP","1",26,4,2,3,2,1,2,3,3,4,3,4,1,3,2,2,4,2,2,3,2
"2536","SHOP","1",27,4,1,1,1,1,3,4,2,2,4,4,1,4,1,1,4,1,1,4,1
"2537","SHOP","1",28,2,2,2,2,2,2,2,3,3,3,3,4,2,4,2,3,2,3,3,3
"2538","SHOP","1",29,3,2,1,1,1,2,2,1,1,4,1,1,3,2,1,3,2,1,3,1
"2539","SHOP","1",30,4,2,2,2,2,2,4,2,2,4,1,1,3,3,1,4,1,1,4,1
"2540","SHOP","1",31,3,2,2,1,1,2,3,1,2,3,1,1,3,1,1,3,2,1,3,2
"2541","SHOP","1",32,3,2,1,1,1,2,4,1,1,3,2,2,4,4,1,3,2,1,4,1
"2542","SHOP","1",33,3,2,2,2,2,2,2,2,2,2,2,2,3,4,2,3,2,2,2,2
"2543","SHOP","1",34,2,3,2,4,1,1,2,2,4,2,4,2,2,2,2,2,4,4,2,4
"2544","SHOP","1",35,3,2,2,2,1,3,3,2,2,4,2,1,4,2,2,4,2,2,4,1
"2545","SHOP","1",36,3,2,1,1,1,3,2,1,1,3,2,1,3,1,1,3,1,2,4,1
"2546","SHOP","1",37,3,1,1,1,1,3,3,1,1,3,2,1,4,3,2,4,2,1,4,1
"2547","SHOP","1",38,3,2,1,2,1,2,2,2,3,3,3,1,3,2,2,3,3,2,3,3
"2548","SHOP","1",39,3,2,2,4,3,2,3,1,2,1,1,4,2,2,2,3,2,2,3,1
"2549","SHOP","1",40,3,3,1,3,2,2,2,3,3,3,3,3,2,3,3,2,1,2,4,4
"2550","SHOP","1",41,3,2,3,3,2,3,3,2,3,3,3,3,2,2,2,3,2,2,2,3
"2551","SHOP","1",42,4,3,1,3,2,1,4,2,1,3,2,3,3,3,2,3,1,1,4,1
"2552","SHOP","1",43,3,2,1,1,1,2,4,1,1,3,1,1,3,3,1,3,2,2,4,2
"2553","SHOP","1",44,4,2,2,1,1,2,4,1,2,4,1,1,4,1,1,3,3,1,4,2
"2554","SHOP","1",45,2,1,1,1,3,2,2,3,2,3,2,1,2,2,1,3,2,2,3,2
"2555","SHOP","1",46,2,2,1,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,3,2
"2556","SHOP","1",47,3,1,1,1,2,4,2,1,2,4,2,2,2,1,2,4,3,1,3,2
