"","active","afraid","alert","angry","aroused","ashamed","astonished","at.ease","at.rest","attentive","blue","bored","calm","clutched.up","confident","content","delighted","depressed","determined","distressed","drowsy","dull","elated","energetic","enthusiastic","excited","fearful","frustrated","full.of.pep","gloomy","grouchy","guilty","happy","hostile","inspired","intense","interested","irritable","jittery","lively","lonely","nervous","placid","pleased","proud","quiescent","quiet","relaxed","sad","satisfied","scared","serene","sleepy","sluggish","sociable","sorry","still","strong","surprised","tense","tired","unhappy","upset","vigorous","wakeful","warmhearted","wide.awake","anxious","cheerful","idle","inactive","tranquil","alone","kindly","scornful","Extraversion","Neuroticism","Lie","Sociability","Impulsivity","gender","TOD","drug","film","time","id","form","study"
"2963",3,0,3,0,0,0,0,3,3,3,0,0,3,0,2,2,1,0,3,0,0,0,1,2,2,1,0,0,2,0,0,0,2,0,1,0,1,0,0,NA,0,0,3,2,3,1,1,3,0,3,0,2,1,0,2,0,2,3,0,0,0,NA,0,2,3,3,2,0,1,0,0,2,NA,NA,NA,15.7,7,1,10,5.7,NA,13,NA,NA,1,24,2,"SHED"
"2964",0,0,0,1,0,0,0,2,0,2,1,1,3,1,1,2,1,2,2,2,3,1,0,0,1,0,1,3,0,3,2,0,2,0,1,0,3,3,0,0,0,1,2,1,0,0,3,3,1,1,2,1,3,3,2,0,3,0,0,0,3,2,0,0,1,1,1,0,0,1,1,1,NA,NA,NA,13,13,0,9,3,NA,13,NA,NA,1,25,2,"SHED"
"2965",1,1,2,1,1,0,0,2,1,2,0,0,1,0,2,3,1,0,1,0,0,0,1,2,1,2,0,0,0,0,0,0,3,0,0,0,2,0,0,2,0,1,1,2,0,0,0,3,0,2,0,0,0,1,2,0,0,1,0,0,0,0,0,1,3,2,3,1,2,0,0,1,NA,NA,NA,14,10,4,8,5,NA,13,NA,NA,1,26,2,"SHED"
"2966",0,0,0,1,0,0,0,0,1,0,3,3,2,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,1,3,0,0,1,3,2,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,14,20,3,6,7,NA,13,NA,NA,1,27,2,"SHED"
"2967",1,0,3,0,0,0,0,3,3,3,1,0,2,1,2,3,1,0,1,0,0,0,2,1,2,2,0,0,1,0,0,0,2,0,1,0,2,0,1,2,0,1,3,1,0,3,0,3,0,2,0,2,1,0,1,0,1,0,0,1,1,0,0,0,2,3,2,0,2,0,0,3,NA,NA,NA,6,11,4,4,1,NA,13,NA,NA,1,28,2,"SHED"
"2968",1,1,3,1,3,1,1,3,3,2,1,3,3,0,3,3,2,1,3,1,1,1,3,1,2,1,1,2,2,1,1,0,2,0,1,2,3,2,0,2,3,2,3,3,3,1,2,2,1,2,0,3,0,3,3,0,2,0,2,1,1,0,2,1,1,1,2,1,2,2,2,3,NA,NA,NA,10,10,2,7,2,NA,13,NA,NA,1,29,2,"SHED"
"2969",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,NA,NA,NA,14,9,1,9,5,NA,13,NA,NA,1,30,2,"SHED"
"2970",0,0,1,0,0,0,0,1,2,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,0,0,1,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,1,0,1,NA,NA,NA,16,3,1,8,7,NA,13,NA,NA,1,31,2,"SHED"
"2971",1,0,1,0,0,0,1,1,1,1,0,1,2,1,1,1,1,1,1,2,2,2,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,0,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,NA,NA,NA,8,11,4,5,2,NA,13,NA,NA,1,32,2,"SHED"
"2972",0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,2,2,0,0,0,1,2,1,0,1,1,0,0,2,2,0,0,1,1,0,0,0,1,2,1,NA,NA,NA,12,14,1,9,3,NA,13,NA,NA,1,33,2,"SHED"
"2973",0,0,0,0,0,0,0,2,1,0,0,2,1,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2,0,0,1,2,2,0,1,0,0,NA,2,1,NA,1,0,0,0,3,0,0,0,0,1,0,0,0,1,2,1,NA,NA,NA,9,2,3,5,3,NA,13,NA,NA,1,34,2,"SHED"
"2974",0,0,2,0,0,0,0,2,2,2,0,1,2,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2,0,1,0,1,1,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,NA,NA,NA,11,3,1,8,3,NA,13,NA,NA,1,35,2,"SHED"
"2975",2,0,1,0,2,0,0,1,1,1,0,0,1,0,2,2,2,0,2,0,1,0,1,1,2,2,0,0,1,0,0,0,2,0,2,2,2,0,1,2,1,1,2,2,2,1,0,1,0,2,1,1,1,1,2,0,1,2,0,0,1,0,0,2,1,1,1,1,2,1,0,1,NA,NA,NA,14,10,3,9,3,NA,13,NA,NA,1,36,2,"SHED"
"2976",2,0,0,0,2,0,1,3,1,2,1,0,3,0,3,3,2,1,2,0,3,0,3,1,3,2,0,1,3,0,0,0,3,0,2,2,3,1,2,3,0,0,1,3,3,0,2,3,0,3,0,3,1,1,3,0,2,2,0,0,1,0,1,2,2,3,0,0,3,3,0,3,NA,NA,NA,20,16,2,12,7,NA,13,NA,NA,1,37,2,"SHED"
"2977",1,0,2,0,1,0,0,2,1,2,0,1,3,0,2,3,1,0,2,0,1,0,1,1,2,2,0,0,1,0,0,0,3,0,1,0,2,0,0,1,0,0,0,3,2,1,1,2,0,2,0,2,2,1,2,0,2,0,0,0,1,0,0,0,1,2,1,0,3,1,1,1,NA,NA,NA,18,10,1,11,5,NA,13,NA,NA,1,38,2,"SHED"
"2978",1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,1,0,1,2,1,3,1,1,0,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,NA,0,NA,1,1,1,1,2,1,3,2,1,1,1,0,0,1,3,1,1,0,0,2,0,1,1,0,1,1,NA,NA,NA,14,10,3,11,3,NA,13,NA,NA,1,39,2,"SHED"
"2979",1,0,0,0,1,0,1,2,1,2,0,3,2,0,2,3,2,0,2,0,1,0,0,1,2,1,0,2,1,0,0,0,1,0,0,1,2,1,0,1,0,0,1,1,1,1,2,3,0,2,0,0,1,0,2,0,1,2,1,1,1,0,0,0,1,2,1,1,1,1,1,1,NA,NA,NA,16,12,1,8,6,NA,13,NA,NA,1,40,2,"SHED"
"2980",2,0,2,0,1,0,0,2,2,2,0,1,1,0,3,2,2,0,2,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,3,0,1,2,0,0,1,1,2,0,2,1,0,2,0,1,1,1,3,0,1,2,0,0,2,0,0,0,1,1,1,1,2,1,1,2,NA,NA,NA,17,11,1,10,5,NA,13,NA,NA,1,41,2,"SHED"
"2981",0,0,1,0,0,0,0,1,1,0,0,1,2,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,2,0,1,0,1,0,0,0,2,1,0,1,0,1,1,2,1,0,1,1,0,1,2,0,0,0,1,0,0,1,2,1,2,1,NA,NA,NA,18,8,0,8,8,NA,13,NA,NA,1,42,2,"SHED"
"2982",2,0,2,0,0,0,1,1,1,2,0,0,1,1,1,1,3,0,3,1,1,0,2,2,3,2,1,0,3,1,0,0,2,0,2,2,1,0,2,3,1,3,1,1,1,0,1,1,1,2,1,0,1,0,3,0,0,3,0,1,2,1,1,3,2,2,2,3,3,0,0,1,NA,NA,NA,18,11,3,9,7,NA,13,NA,NA,1,43,2,"SHED"
"2983",1,1,1,0,2,0,0,1,0,1,1,1,2,2,1,1,1,1,2,0,2,2,0,0,2,1,0,1,1,0,0,0,1,1,0,0,2,1,1,2,0,1,1,1,1,0,3,1,1,1,1,1,1,0,2,0,2,2,1,1,1,1,0,0,1,2,0,0,2,1,2,2,NA,NA,NA,15,5,0,10,3,NA,13,NA,NA,1,44,2,"SHED"
"2984",0,0,1,0,0,0,0,1,1,1,0,3,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,0,0,3,3,0,NA,NA,NA,8,8,5,5,3,NA,13,NA,NA,1,45,2,"SHED"
"2985",0,0,0,1,0,0,0,2,1,0,1,3,2,0,0,0,0,1,0,0,2,2,0,0,1,0,0,0,0,1,2,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,1,2,0,0,0,1,3,2,1,0,1,1,0,0,2,0,0,0,1,1,1,0,0,3,3,0,NA,NA,NA,16,6,2,7,7,NA,13,NA,NA,1,46,2,"SHED"
"2986",1,0,2,0,0,0,1,2,2,2,0,1,2,0,1,2,NA,0,1,0,0,0,0,2,1,1,0,0,1,0,0,0,2,0,0,1,2,0,0,1,0,0,0,2,0,0,1,2,0,1,0,1,0,0,2,0,2,1,0,0,0,0,0,2,2,2,2,0,2,0,0,2,NA,NA,NA,18,6,4,10,6,NA,13,NA,NA,1,47,2,"SHED"
"2987",0,0,1,0,0,0,0,1,1,1,2,1,1,1,0,0,0,2,0,0,2,3,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,2,0,0,3,0,1,0,0,0,3,1,1,0,0,0,3,3,0,0,1,0,0,1,3,1,1,0,1,1,0,1,0,1,3,1,NA,NA,NA,5,22,2,3,1,NA,13,NA,NA,1,48,2,"SHED"
"2988",2,0,1,2,0,0,0,1,0,1,0,3,1,1,2,1,0,0,1,0,2,1,0,0,0,0,0,3,0,0,3,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0,2,2,1,0,1,2,0,0,2,1,0,0,1,1,1,0,0,1,0,1,NA,NA,NA,11,5,1,6,4,NA,13,NA,NA,1,49,2,"SHED"
"2989",1,0,2,0,0,0,0,1,0,1,0,1,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,1,2,0,0,0,1,0,1,1,0,1,2,0,0,0,0,0,0,2,1,2,0,0,0,1,1,NA,NA,NA,7,16,0,3,3,NA,13,NA,NA,1,50,2,"SHED"
"2990",2,0,0,0,0,0,0,1,1,0,1,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,3,1,2,0,3,2,1,0,0,0,1,2,0,0,0,0,2,1,3,0,2,0,0,0,1,0,0,0,0,2,0,0,2,2,1,0,NA,NA,NA,9,13,2,3,3,NA,13,NA,NA,1,51,2,"SHED"
"2991",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,2,1,0,1,0,0,0,1,0,0,0,1,2,0,0,0,1,2,1,NA,NA,NA,11,19,2,7,3,NA,13,NA,NA,1,52,2,"SHED"
"2992",0,0,2,0,0,0,0,2,3,2,0,2,1,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,1,3,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,2,0,1,1,2,1,NA,NA,NA,14,3,3,8,5,NA,13,NA,NA,1,53,2,"SHED"
"2993",0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,NA,NA,NA,16,3,5,9,6,NA,13,NA,NA,1,54,2,"SHED"
"2994",2,1,2,0,1,1,0,1,2,1,0,1,2,0,2,2,1,1,3,2,0,0,0,2,2,1,1,1,1,0,0,1,2,1,1,1,1,0,1,2,0,1,1,1,2,2,0,2,0,2,1,1,1,0,2,2,1,2,1,1,1,0,1,1,3,3,2,2,2,0,0,1,NA,NA,NA,16,5,0,10,4,NA,13,NA,NA,1,55,2,"SHED"
"2995",1,0,2,0,2,0,0,0,0,1,0,1,0,1,2,1,1,0,0,0,0,0,2,1,2,1,0,0,2,0,0,0,3,0,0,1,1,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,2,3,0,0,2,0,0,0,NA,NA,NA,19,20,1,12,6,NA,13,NA,NA,1,56,2,"SHED"
"2996",1,1,1,0,0,1,1,0,1,1,0,3,2,0,2,2,0,1,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,2,0,1,0,1,0,1,0,1,0,0,0,0,1,1,NA,1,0,0,1,0,NA,NA,NA,13,15,1,8,4,NA,13,NA,NA,1,57,2,"SHED"
"2997",0,0,0,0,1,0,0,2,1,1,2,3,3,0,1,3,0,1,2,0,2,0,1,1,1,0,0,1,0,1,1,1,2,1,0,1,0,0,0,1,1,0,1,1,2,2,2,2,0,2,0,1,3,1,1,0,2,1,0,0,3,0,0,1,0,2,0,1,1,1,3,2,NA,NA,NA,5,14,4,2,2,NA,13,NA,NA,1,58,2,"SHED"
"2998",0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,2,1,0,2,0,1,0,0,0,3,2,1,2,0,3,3,3,1,0,1,0,0,0,3,1,0,0,0,1,0,0,0,1,3,1,NA,NA,NA,14,17,2,6,6,NA,13,NA,NA,1,59,2,"SHED"
"2999",0,0,0,0,0,0,0,1,1,0,0,2,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,2,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,NA,NA,NA,4,9,4,2,1,NA,13,NA,NA,2,1,2,"SHED"
"3000",1,1,0,1,1,0,0,1,1,0,1,2,1,1,1,1,1,1,2,1,2,2,1,0,1,1,0,2,0,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,2,NA,1,1,1,1,1,0,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,NA,NA,NA,11,16,0,5,4,NA,13,NA,NA,2,2,2,"SHED"
"3001",0,0,0,3,0,0,0,1,1,0,0,3,1,1,1,0,0,1,0,1,3,3,0,0,0,0,0,3,0,1,3,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,15,15,0,10,3,NA,13,NA,NA,2,3,2,"SHED"
"3002",0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,1,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,2,0,1,0,1,0,0,0,0,0,NA,NA,NA,15,3,3,8,5,NA,13,NA,NA,2,4,2,"SHED"
"3003",1,0,1,0,0,0,0,1,1,1,1,0,1,2,1,2,1,1,2,1,2,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,2,1,0,1,1,1,1,1,1,0,2,1,1,0,0,1,1,0,NA,1,1,0,0,1,2,0,2,0,1,1,1,NA,NA,NA,12,10,3,10,2,NA,13,NA,NA,2,5,2,"SHED"
"3004",0,0,0,0,0,0,0,2,1,0,0,3,2,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,1,0,1,0,3,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,1,2,NA,NA,NA,10,10,2,5,3,NA,13,NA,NA,2,6,2,"SHED"
"3005",1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,2,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,NA,NA,NA,4,16,3,3,1,NA,13,NA,NA,2,7,2,"SHED"
"3006",1,0,2,1,0,0,0,1,1,2,1,3,1,1,1,1,1,1,0,0,0,2,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,2,2,0,2,1,0,1,2,3,0,0,0,1,0,2,1,0,2,1,0,1,1,1,2,2,1,2,2,1,1,3,2,1,NA,NA,NA,12,5,2,7,3,NA,13,NA,NA,2,8,2,"SHED"
"3007",0,0,0,0,0,0,0,1,1,0,0,3,2,1,2,2,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,3,0,0,0,2,1,0,0,0,1,3,3,2,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,NA,NA,NA,12,5,2,7,3,NA,13,NA,NA,2,9,2,"SHED"
"3008",1,0,0,0,2,0,1,1,1,1,0,3,1,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,NA,NA,NA,19,4,1,12,6,NA,13,NA,NA,2,10,2,"SHED"
"3009",2,0,1,0,1,0,0,2,2,1,1,1,1,1,2,2,1,1,1,1,2,1,0,1,1,1,1,1,0,1,2,0,1,0,1,1,2,1,1,1,1,1,0,1,1,1,2,2,1,2,0,2,2,1,1,1,2,1,0,1,3,1,1,1,1,1,1,1,1,1,2,1,NA,NA,NA,6,18,1,3,2,NA,13,NA,NA,2,11,2,"SHED"
"3010",2,0,2,0,1,0,1,1,1,2,0,0,1,0,3,2,3,0,1,0,1,0,2,2,3,2,0,0,3,0,0,1,3,0,2,1,2,0,1,2,1,1,1,3,3,0,1,2,0,3,0,1,1,0,1,1,0,1,3,1,1,0,0,1,2,2,1,1,3,0,0,1,NA,NA,NA,12,11,2,3,7,NA,13,NA,NA,2,12,2,"SHED"
"3011",0,0,1,0,0,0,0,1,1,0,0,1,2,0,2,1,2,0,2,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,2,2,0,1,1,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,NA,NA,NA,13,7,3,7,5,NA,13,NA,NA,2,13,2,"SHED"
"3012",1,0,1,0,1,1,0,2,1,1,0,1,2,0,1,2,0,0,1,1,2,0,1,0,1,1,0,1,1,0,1,1,2,1,1,1,2,1,0,1,1,0,1,1,1,1,2,2,0,1,0,2,2,2,1,1,2,2,0,1,3,0,0,1,0,2,0,2,1,1,1,2,NA,NA,NA,14,12,1,9,4,NA,13,NA,NA,2,14,2,"SHED"
"3013",1,0,2,0,0,0,0,3,0,2,0,1,2,0,2,3,0,0,2,0,0,0,0,1,1,1,0,0,1,0,0,0,2,0,0,0,2,0,0,2,0,0,2,2,1,0,0,2,0,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,2,NA,NA,NA,17,0,3,11,6,NA,13,NA,NA,2,15,2,"SHED"
"3014",1,0,2,0,0,NA,0,1,1,NA,1,3,2,1,NA,NA,0,1,1,NA,0,0,0,0,0,0,0,NA,0,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,NA,1,1,1,0,1,2,0,NA,1,1,0,0,1,0,NA,NA,0,NA,1,1,NA,NA,NA,7,4,1,3,2,NA,13,NA,NA,2,16,2,"SHED"
"3015",1,0,2,0,2,0,0,1,0,1,0,0,1,1,3,2,2,0,2,0,0,1,1,1,1,0,0,0,0,0,0,0,2,0,1,1,2,0,0,1,0,0,1,2,2,1,1,2,0,2,0,1,0,0,2,0,1,3,3,0,0,0,0,0,1,2,0,0,1,0,0,1,NA,NA,NA,14,2,2,8,5,NA,13,NA,NA,2,17,2,"SHED"
"3016",2,0,2,0,0,0,0,2,2,2,0,0,2,0,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,1,0,0,2,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,NA,NA,NA,10,6,0,7,2,NA,13,NA,NA,2,18,2,"SHED"
"3017",0,0,2,1,0,0,0,2,1,0,0,3,3,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,2,0,0,2,0,2,0,2,0,0,0,0,2,0,1,0,2,2,0,0,0,0,1,1,1,0,2,3,0,0,1,0,1,0,2,0,2,0,0,0,0,1,NA,NA,NA,21,7,1,11,8,NA,13,NA,NA,2,19,2,"SHED"
"3018",1,0,0,2,0,0,0,1,1,0,1,2,1,0,2,1,1,2,0,1,2,1,1,0,1,1,0,1,1,1,2,0,1,2,0,1,1,2,0,1,2,0,2,1,0,2,2,1,1,1,0,1,2,2,1,0,1,1,0,0,2,1,2,0,0,0,1,0,1,2,1,1,NA,NA,NA,11,13,1,3,6,NA,13,NA,NA,2,20,2,"SHED"
"3019",1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,2,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,2,1,2,0,1,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,NA,NA,NA,20,11,2,11,7,NA,13,NA,NA,2,21,2,"SHED"
"3020",2,0,NA,0,3,NA,0,2,1,NA,0,0,NA,NA,NA,NA,2,0,1,NA,NA,1,1,NA,1,2,0,NA,NA,0,0,0,NA,0,NA,2,3,1,2,1,NA,2,NA,NA,0,NA,NA,1,0,1,0,NA,NA,1,0,NA,0,2,NA,NA,2,1,1,1,2,1,NA,NA,1,NA,1,NA,NA,NA,NA,8.5,18,2,3.5,2,NA,13,NA,NA,2,22,2,"SHED"
"3021",2,0,2,0,0,0,0,2,3,2,0,1,2,0,1,1,1,0,2,0,1,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,2,0,0,2,1,3,NA,2,2,0,1,0,1,1,0,1,0,2,2,0,0,1,0,0,1,2,2,1,0,1,0,0,2,NA,NA,NA,15.7,7,1,10,5.7,NA,13,NA,NA,2,24,2,"SHED"
"3022",0,2,1,0,0,1,0,0,0,1,1,1,1,2,1,0,0,2,1,3,2,1,1,0,1,1,2,3,0,2,1,0,2,0,0,2,1,3,0,0,2,2,2,1,0,0,3,0,2,0,2,0,1,3,0,0,1,1,0,3,2,2,1,1,1,1,1,2,0,0,1,0,NA,NA,NA,13,13,0,9,3,NA,13,NA,NA,2,25,2,"SHED"
"3023",1,0,2,0,1,0,0,1,2,1,0,0,2,0,2,1,1,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,2,0,1,0,0,1,NA,NA,NA,14,10,4,8,5,NA,13,NA,NA,2,26,2,"SHED"
"3024",0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,14,20,3,6,7,NA,13,NA,NA,2,27,2,"SHED"
"3025",1,0,1,0,0,0,0,2,1,1,0,1,2,1,0,2,1,0,1,1,2,0,1,1,1,1,0,2,0,0,0,0,2,0,1,1,1,1,1,2,1,0,2,0,0,2,1,1,0,2,0,1,2,0,2,1,1,1,0,2,1,0,0,1,2,2,1,0,2,2,1,2,NA,NA,NA,6,11,4,4,1,NA,13,NA,NA,2,28,2,"SHED"
"3026",0,0,0,3,0,0,0,2,1,1,0,3,1,3,0,0,0,2,0,2,3,2,3,1,0,0,0,3,0,3,3,0,0,3,0,3,0,3,2,0,0,1,1,0,1,0,3,0,3,0,1,0,1,3,0,0,0,2,0,2,3,3,2,0,1,0,0,3,0,0,1,0,NA,NA,NA,10,10,2,7,2,NA,13,NA,NA,2,29,2,"SHED"
"3027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,14,9,1,9,5,NA,13,NA,NA,2,30,2,"SHED"
"3028",0,0,2,0,0,0,0,2,2,0,0,2,2,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,2,1,0,2,1,2,0,2,0,1,0,0,0,0,2,0,0,0,1,0,0,0,2,0,2,0,1,0,0,2,NA,NA,NA,16,3,1,8,7,NA,13,NA,NA,2,31,2,"SHED"
"3029",1,0,1,1,0,0,1,2,1,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,1,1,0,1,1,1,1,0,2,0,2,1,2,1,1,1,0,1,1,2,2,0,1,2,1,2,0,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,NA,NA,NA,8,11,4,5,2,NA,13,NA,NA,2,32,2,"SHED"
"3030",0,0,0,2,0,0,0,0,0,0,2,2,0,2,0,0,0,2,0,1,1,0,0,0,0,0,0,2,0,2,2,0,0,2,0,1,0,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,2,0,0,1,1,0,1,1,2,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,12,14,1,9,3,NA,13,NA,NA,2,33,2,"SHED"
"3031",0,0,0,0,0,0,0,1,1,0,0,2,0,0,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,0,1,0,NA,0,0,0,2,1,1,0,0,1,3,1,0,0,1,0,0,0,3,1,1,0,NA,0,0,1,0,0,2,1,NA,NA,NA,9,2,3,5,3,NA,13,NA,NA,2,34,2,"SHED"
"3032",1,0,3,0,1,0,0,2,2,3,0,3,2,0,1,2,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,NA,NA,NA,11,3,1,8,3,NA,13,NA,NA,2,35,2,"SHED"
"3033",1,0,2,1,0,0,0,1,1,2,0,0,1,2,0,1,1,1,1,2,0,0,0,1,0,0,0,2,0,0,2,0,0,1,0,1,1,3,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,1,2,0,2,1,1,1,0,1,NA,NA,NA,14,10,3,9,3,NA,13,NA,NA,2,36,2,"SHED"
